invoice_id,order_id,expected_amount,invoice_date,customer_id,invoice_status
INV10443,ORD10443,19522.01,2026-07-13,CUST1043,issued
INV10444,ORD10444,32705.54,2026-07-21,CUST1044,issued
INV10445,OrD10445,49174.51 INR,10-Jul-2026,CUST1045,issued
INV10446,ORD10446,17203.19,2026-07-14,CUST1046,issued
INV10447,ORD10447,36730.07,2026-05-31,CUST1047,issued
INV10448,ORD10448,34365.55,2026-06-20,CUST1048,issued
INV10449,ORD10449,21980.67,2026-06-04,CUST1049,issued
INV10450,ORD10450,60554.15,2026-06-07,CUST1050,issued
INV10451,ORD10451,25016.32,2026-06-09,CUST1051,issued
INV10452,ORD10452,71688.20,2026-07-03,CUST1052,issued
INV10453,ORD10453,7870.24,2026-06-15,CUST1053,issued
INV10454,ORD10454,55119.41,2026-07-18,CUST1054,issued
INV10455,ORD10455,38619.23,2026-06-21,CUST1055,issued
INV10456,ord10456,27342.82 INR,01/06/2026,CUST1056,issued
INV10457,ORD10457,10925.02,2026-07-06,CUST1057,issued
INV10458,ORD10458,48148.05,2026-06-16,CUST1058,issued
INV10459,ORD10459,48695.03,2026-07-21,CUST1059,issued
INV10460,ORD10460,24382.74,2026-07-24,CUST1060,issued
INV10461,ORD10461,23169.31,2026-07-03,CUST1061,issued
INV10462,ORD10462,58303.18,2026-06-24,CUST1062,issued
INV10463,ORD10463,24135.34,2026-06-28,CUST1063,issued
INV10464,ORD10464,28975.23,2026-06-30,CUST1064,issued
INV10465,ord10465,58420.61 INR,2026-06-19,CUST1065,issued
INV10466,OrD10466,33779.35,2026-05-30,CUST1066,issued
INV10467,ORD10467,48393.45,2026-07-16,CUST1067,issued
INV10468,ORD10468,30058.32,2026-07-02,CUST1068,issued
INV10469,ORD10469,55200.90,2026-06-26,CUST1069,issued
INV10470,ORD10470,69348.68,2026-06-04,CUST1070,issued
INV10471,ORD10471,43071.83,2026-06-18,CUST1071,issued
INV10472,ORD10472,37592.75,2026-07-28,CUST1072,issued
INV10473,ORD10473,45965.20,2026-06-18,CUST1073,issued
INV10474,ORD10474,23262.98,2026-06-24,CUST1074,issued
INV10475,ORD10475,5506.31,2026-07-24,CUST1075,issued
INV10476,ORD10476,20702.05,2026-06-03,CUST1076,issued
INV10477,ORD10477,36331.07,2026-06-17,CUST1077,issued
INV10478,ORD10478,16417.74,2026-07-21,CUST1078,issued
INV10479,ORD10479,60827.12,2026-06-18,CUST1079,issued
INV10480,ORD10480,8517.16,2026-06-25,CUST1080,issued
INV10481,ORD10481,72104.41,2026-06-22,CUST1081,issued
INV10482,ORD10482,34102.29,2026-07-14,CUST1082,issued
INV10484,ORD10484,59288.81,2026-07-18,CUST1084,issued
INV10485,ORD10485,53991.49,2026-06-04,CUST1085,issued
INV10486,ORD10486,42446.71,2026-06-21,CUST1086,issued
INV10487,ORD10487,31634.31,2026-06-02,CUST1087,issued
INV10488,ORD10488,27354.37,2026-07-26,CUST1088,issued
INV10489,ORD10489,63762.66,2026-07-03,CUST1089,issued
INV10490,ORD10490,70319.94,2026-06-11,CUST1090,issued
INV10491,ORD10491,12155.53,2026-07-28,CUST1091,issued
INV10492,ord10492,39891.80,01/06/2026,CUST1092,issued
INV10493,ORD10493,15412.84,2026-06-22,CUST1093,issued
INV10494,ORD10494,42947.08,2026-07-29,CUST1094,issued
INV10495,ORD10495,54363.37,2026-06-02,CUST1095,issued
INV10496,ORD10496,51933.21,2026-06-30,CUST1096,issued
INV10497,ORD10497,52510.17,2026-07-20,CUST1097,issued
INV10498,ORD10498,47578.95,2026-07-18,CUST1098,issued
INV10499,ORD10499,3746.19,2026-06-16,CUST1099,issued
INV10500,ORD10500,14101.62,2026-07-21,CUST1100,issued
INV10501,ORD10501,5503.14,2026-06-02,CUST1101,issued
INV10502,ORD10502,29832.22,2026-05-31,CUST1102,issued
INV10503,ORD10503,9249.31,2026-07-12,CUST1103,issued
INV10505,ORD10505,37110.78,2026-07-07,CUST1105,issued
INV10506,ORD10506,8613.85,2026-07-14,CUST1106,issued
INV10508,ORD10508,53778.64,2026-06-02,CUST1108,issued
INV10509,ORD10509,70711.70,2026-06-29,CUST1109,issued
INV10510,ORD10510,28733.68,2026-06-10,CUST1110,issued
INV10511,ORD10511,60291.41,2026-05-31,CUST1111,issued
INV10512,ORD10512,229.64,2026-07-20,CUST1112,issued
INV10513,ORD10513,61925.57,2026-06-21,CUST1113,issued
INV10514,OrD10514,"12,167.43",07-04-2026,CUST1114,issued
INV10515,ORD10515,53600.71,2026-06-27,CUST1115,issued
INV10516,ORD10516,51547.23,2026-07-14,CUST1116,issued
INV10517,ORD10517,72048.32,2026-06-04,CUST1117,issued
INV10518,ORD10518,10737.40,2026-06-05,CUST1118,issued
INV10519,ord10519,"₹54,746.91",07-04-2026,CUST1119,issued
INV10520,ORD10520,30729.84,2026-07-14,CUST1120,issued
INV10521,ORD10521,62438.24,2026-06-01,CUST1121,issued
INV10522,ORD10522,20895.92,2026-05-30,CUST1122,issued
INV10523,ORD10523,23466.66,2026-06-16,CUST1123,issued
INV10524,ORD10524,48951.87,2026-07-06,CUST1124,issued
INV10526,ORD10526,27849.13,2026-06-10,CUST1126,issued
INV10527,ORD10527,69925.90,2026-06-01,CUST1127,issued
INV10528,ORD10528,48142.75,2026-06-30,CUST1128,issued
INV10529,ORD10529,17687.50,2026-05-31,CUST1129,issued
INV10530,ORD10530,7120.65,2026-06-07,CUST1130,issued
INV10531,ORD10531,8961.45,2026-06-03,CUST1131,issued
INV10532,ORD10532,5456.62,2026-06-15,CUST1132,issued
INV10533,ORD10533,39410.54,2026-06-16,CUST1133,issued
INV10534,ORD10534,35853.50,2026-06-29,CUST1134,issued
INV10535,ORD10535,7435.06,2026-06-17,CUST1135,issued
INV10536,  ORD10536  ,"19,373.31",02/07/2026,CUST1136,issued
INV10537,ORD10537,10963.19,2026-07-20,CUST1137,issued
INV10538,ORD10538,52512.48,2026-06-02,CUST1138,issued
INV10539,ORD10539,21459.34,2026-06-09,CUST1139,issued
INV10540,ORD10540,30209.20,2026-07-14,CUST1140,issued
INV10541,ORD10541,28091.06,2026-07-25,CUST1141,issued
INV10542,ORD10542,62560.58,2026-06-12,CUST1142,issued
INV10543,ORD10543,30582.75,2026-06-21,CUST1143,issued
INV10544,OrD10544,"17,958.63",2026-07-22,CUST1144,issued
INV10545,ORD10545,72022.74,2026-06-09,CUST1145,issued
INV10546,ORD10546,12664.31,2026-06-26,CUST1146,issued
INV10547,ORD10547,64530.53,2026-07-18,CUST1147,issued
INV10548,ORD10548,68616.72,2026-06-07,CUST1148,issued
INV10549,ORD10549,31564.50,2026-07-04,CUST1149,issued
INV10550,ORD10550,49393.37,2026-07-08,CUST1150,issued
INV10551,ORD10551,67325.93,2026-07-06,CUST1151,issued
INV10552,ORD10552,71727.01,2026-06-15,CUST1152,issued
INV10553,ORD10553,16003.84,2026-06-19,CUST1153,issued
INV10554,ORD10554,34966.30,2026-06-21,CUST1154,issued
INV10555,ORD10555,30742.96,2026-06-07,CUST1155,issued
INV10556,ORD10556,57539.38,2026-06-09,CUST1156,issued
INV10557,ORD10557,10286.10,2026-06-25,CUST1157,issued
INV10559,ORD10559,52014.55,2026-07-12,CUST1159,issued
INV10560,ORD10560,62681.93,2026-07-11,CUST1160,issued
INV10561,ORD10561,12339.24,2026-06-03,CUST1161,issued
INV10562,ORD10562,30978.08,2026-07-06,CUST1162,issued
INV10563,ORD10563,394.77,2026-06-15,CUST1163,issued
INV10564,ORD10564,6277.23,2026-06-04,CUST1164,issued
INV10565,ORD10565,24079.93,2026-06-26,CUST1165,issued
INV10566,ORD10566,19990.23,2026-06-05,CUST1166,issued
INV10567,ORD10567,25693.22,2026-07-01,CUST1167,issued
INV10568,ORD10568,22206.28,2026-06-02,CUST1168,issued
INV10569,ORD10569,11503.51,2026-07-21,CUST1169,issued
INV10570,ORD10570,32716.82,2026-05-31,CUST1170,issued
INV10571,ORD10571,31818.37,2026-07-05,CUST1171,issued
INV10572,ORD10572,38508.20,2026-06-14,CUST1172,issued
INV10573,ORD10573,15427.36,2026-06-20,CUST1173,issued
INV10574,ORD10574,34773.41,2026-06-21,CUST1174,issued
INV10575,ORD10575,23727.58,2026-07-16,CUST1175,issued
INV10576,ORD10576,24444.78,2026-06-16,CUST1176,issued
INV10577,ORD10577,24111.44,2026-07-19,CUST1177,issued
INV10578,  ORD10578  ,39741.70 INR,18/07/2026,CUST1178,issued
INV10579,ORD10579,23936.22,2026-06-30,CUST1179,issued
INV10580,ORD10580,46443.98,2026-06-07,CUST1180,issued
INV10581,ORD10581,9758.51,2026-06-29,CUST1181,issued
INV10582,ORD10582,39033.45,2026-06-09,CUST1182,issued
INV10583,OrD10583,39799.01 INR,15/07/2026,CUST1183,issued
INV10584,  ORD10584  ,"72,884.04",06/06/2026,CUST1184,issued
INV10585,ord10585,68671.95 INR,07-02-2026,CUST1185,issued
INV10586,ORD10586,4323.00,2026-06-01,CUST1186,issued
INV10587,ORD10587,17171.39,2026-06-20,CUST1187,issued
INV10588,ORD10588,26530.77,2026-06-24,CUST1188,issued
INV10589,ORD10589,56693.45,2026-06-16,CUST1189,issued
INV10590,ORD10590,60994.82,2026-06-17,CUST1190,issued
INV10591,ORD10591,40480.33,2026-06-22,CUST1191,issued
INV10592,ORD10592,48969.11,2026-06-03,CUST1192,issued
INV10593,ORD10593,54735.17,2026-06-24,CUST1193,issued
INV10595,ORD10595,35338.49,2026-07-28,CUST1195,issued
INV10596,ORD10596,33515.60,2026-05-31,CUST1196,issued
INV10597,ORD10597,27309.66,2026-07-11,CUST1197,issued
INV10598,ORD10598,32483.95,2026-07-15,CUST1198,issued
INV10599,  ORD10599  ,"₹59,186.28",22/06/2026,CUST1199,issued
INV10600,ORD10600,22702.11,2026-06-20,CUST1200,issued
INV10601,ORD10601,50166.40,2026-06-10,CUST1201,issued
INV10602,ORD10602,65933.81,2026-06-06,CUST1202,issued
INV10603,ORD10603,67611.87,2026-07-24,CUST1203,issued
INV10604,ORD10604,42041.36,2026-06-10,CUST1204,issued
INV10605,ORD10605,51598.93,2026-07-09,CUST1205,issued
INV10607,ORD10607,17483.11,2026-07-23,CUST1207,issued
INV10608,ORD10608,53435.25,2026-07-16,CUST1208,issued
INV10609,ORD10609,33252.65,2026-06-05,CUST1209,issued
INV10610,ORD10610,12952.63,2026-06-14,CUST1210,issued
INV10611,ORD10611,65208.91,2026-06-23,CUST1211,issued
INV10612,ORD10612,6465.30,2026-06-12,CUST1212,issued
INV10613,ORD10613,63010.68,2026-07-18,CUST1213,issued
INV10614,ORD10614,35439.99,2026-07-01,CUST1214,issued
INV10616,ORD10616,63727.47,2026-07-15,CUST1216,issued
INV10618,ORD10618,50871.09,2026-06-26,CUST1218,issued
INV10619,ORD10619,41437.74,2026-07-11,CUST1219,issued
INV10620,ORD10620,33116.90,2026-06-16,CUST1220,issued
INV10621,ord10621,47973.79 INR,06-30-2026,CUST1221,issued
INV10622,ORD10622,12100.78,2026-07-13,CUST1222,issued
INV10623,ORD10623,11102.08,2026-06-13,CUST1223,issued
INV10624,ORD10624,71025.89,2026-07-06,CUST1224,issued
INV10625,ORD10625,56128.94,2026-07-25,CUST1225,issued
INV10626,ORD10626,2953.42,2026-06-02,CUST1226,issued
INV10627,ord10627,8513.96,10-Jun-2026,CUST1227,issued
INV10628,ORD10628,36282.29,2026-06-02,CUST1228,issued
INV10630,ord10630,"₹46,703.19",26/07/2026,CUST1230,issued
INV10631,ORD10631,13210.93,2026-06-24,CUST1231,issued
INV10632,ORD10632,42784.08,2026-07-15,CUST1232,issued
INV10633,ORD10633,23794.26,2026-06-23,CUST1233,issued
INV10634,ORD10634,74309.61,2026-07-14,CUST1234,issued
INV10635,ORD10635,43063.43,2026-07-05,CUST1235,issued
INV10636,ORD10636,32163.93,2026-06-06,CUST1236,issued
INV10637,OrD10637,44213.63 INR,2026-06-09,CUST1237,issued
INV10638,ORD10638,62590.97,2026-06-20,CUST1238,issued
INV10639,ORD10639,70736.75,2026-07-03,CUST1239,issued
INV10640,ORD10640,51288.72,2026-07-14,CUST1240,issued
INV10642,ORD10642,64357.03,2026-06-17,CUST1242,issued
INV10643,ORD10643,63869.45,2026-07-28,CUST1243,issued
INV10644,ORD10644,25807.62,2026-07-30,CUST1244,issued
INV10645,ORD10645,19541.42,2026-06-02,CUST1245,issued
INV10646,ORD10646,40018.57,2026-07-24,CUST1246,issued
INV10647,ORD10647,55879.98,2026-06-15,CUST1247,issued
INV10648,ORD10648,51322.08,2026-07-05,CUST1248,issued
INV10649,ORD10649,42285.14,2026-06-06,CUST1249,issued
INV10650,ORD10650,27639.08,2026-06-07,CUST1250,issued
INV10651,ORD10651,41106.37,2026-06-20,CUST1251,issued
INV10652,ORD10652,47248.07,2026-07-05,CUST1252,issued
INV10653,ORD10653,40788.34,2026-07-26,CUST1253,issued
INV10654,ORD10654,22051.30,2026-07-16,CUST1254,issued
INV10655,ORD10655,41531.69,2026-06-14,CUST1255,issued
INV10656,ORD10656,69507.67,2026-06-12,CUST1256,issued
INV10657,ORD10657,73121.49,2026-06-05,CUST1257,issued
INV10658,ORD10658,67699.48,2026-07-08,CUST1258,issued
INV10659,ORD10659,15871.73,2026-06-07,CUST1259,issued
INV10660,ORD10660,5139.38,2026-07-24,CUST1260,issued
INV10661,OrD10661,27380.61 INR,07-12-2026,CUST1261,issued
INV10662,ORD10662,10710.60,2026-06-10,CUST1262,issued
INV10663,ORD10663,42576.45,2026-06-07,CUST1263,issued
INV10664,ORD10664,31757.45,2026-06-16,CUST1264,issued
INV10665,ORD10665,44214.28,2026-06-28,CUST1265,issued
INV10666,ORD10666,74085.69,2026-06-16,CUST1266,issued
INV10667,ORD10667,56611.18,2026-06-20,CUST1267,issued
INV10668,ORD10668,18404.33,2026-06-08,CUST1268,issued
INV10669,ord10669,"₹69,635.15",06/07/2026,CUST1269,issued
INV10670,ORD10670,30391.74,2026-06-15,CUST1270,issued
INV10671,ORD10671,367.34,2026-06-13,CUST1271,issued
INV10672,ORD10672,74539.63,2026-06-22,CUST1272,issued
INV10673,ORD10673,31301.68,2026-07-23,CUST1273,issued
INV10674,ORD10674,74296.48,2026-07-29,CUST1274,issued
INV10675,ORD10675,50269.86,2026-07-01,CUST1275,issued
INV10676,ORD10676,10683.26,2026-07-01,CUST1276,issued
INV10677,  ORD10677  ,"₹73,876.91",07-17-2026,CUST1277,issued
INV10678,ORD10678,12874.00,2026-07-24,CUST1278,issued
INV10679,ORD10679,32901.73,2026-05-30,CUST1279,issued
INV10680,ORD10680,49461.30,2026-06-15,CUST1280,issued
INV10681,ORD10681,371.33,2026-06-02,CUST1281,issued
INV10682,ORD10682,64896.77,2026-07-08,CUST1282,issued
INV10683,ORD10683,20878.54,2026-07-01,CUST1283,issued
INV10684,ORD10684,3366.25,2026-06-17,CUST1284,issued
INV10685,ORD10685,18747.30,2026-07-29,CUST1285,issued
INV10686,ORD10686,61410.15,2026-06-30,CUST1286,issued
INV10688,ORD10688,49128.87,2026-07-12,CUST1288,issued
INV10689,  ORD10689  ,25698.22 INR,26-Jun-2026,CUST1289,issued
INV10690,ORD10690,31649.98,2026-06-20,CUST1290,issued
INV10691,ORD10691,69163.35,2026-07-24,CUST1291,issued
INV10692,ORD10692,14503.40,2026-07-19,CUST1292,issued
INV10693,ORD10693,29871.14,2026-07-09,CUST1293,issued
INV10694,ORD10694,58677.87,2026-07-16,CUST1294,issued
INV10695,ORD10695,46880.01,2026-06-11,CUST1295,issued
INV10696,ORD10696,17577.19,2026-07-07,CUST1296,issued
INV10697,OrD10697,"48,365.38",07-09-2026,CUST1297,issued
INV10698,ORD10698,18104.37,2026-07-23,CUST1298,issued
INV10699,ORD10699,39024.41,2026-07-06,CUST1299,issued
INV10700,ORD10700,49787.64,2026-06-29,CUST1300,issued
INV10702,ORD10702,34692.99,2026-06-13,CUST1302,issued
INV10703,ORD10703,32500.90,2026-07-02,CUST1303,issued
INV10704,ORD10704,7605.60,2026-07-03,CUST1304,issued
INV10705,ORD10705,63607.71,2026-07-07,CUST1305,issued
INV10706,ORD10706,63267.54,2026-06-23,CUST1306,issued
INV10707,  ORD10707  ,25462.72,26/06/2026,CUST1307,issued
INV10708,ORD10708,59268.25,2026-06-29,CUST1308,issued
INV10709,ORD10709,66568.20,2026-06-20,CUST1309,issued
INV10710,ORD10710,40663.96,2026-06-03,CUST1310,issued
INV10711,ORD10711,10298.51,2026-07-08,CUST1311,issued
INV10712,ORD10712,10137.49,2026-06-30,CUST1312,issued
INV10713,ORD10713,41009.43,2026-07-09,CUST1313,issued
INV10714,ORD10714,42544.74,2026-07-17,CUST1314,issued
INV10715,OrD10715,6151.05,10-Jul-2026,CUST1315,issued
INV10716,ORD10716,17975.31,2026-06-12,CUST1316,issued
INV10717,ORD10717,25309.33,2026-06-05,CUST1317,issued
INV10718,ORD10718,50401.45,2026-06-18,CUST1318,issued
INV10720,ORD10720,71177.99,2026-07-12,CUST1320,issued
INV10721,ORD10721,58976.38,2026-06-29,CUST1321,issued
INV10722,ORD10722,18659.19,2026-07-14,CUST1322,issued
INV10723,ORD10723,34666.17,2026-06-23,CUST1323,issued
INV10724,ORD10724,26122.84,2026-07-17,CUST1324,issued
INV10725,ORD10725,68898.90,2026-06-29,CUST1325,issued
INV10726,ORD10726,26561.74,2026-07-22,CUST1326,issued
INV10727,ORD10727,21214.33,2026-07-07,CUST1327,issued
INV10728,ORD10728,59504.84,2026-06-08,CUST1328,issued
INV10729,ORD10729,58998.72,2026-07-14,CUST1329,issued
INV10730,ORD10730,30954.62,2026-07-02,CUST1330,issued
INV10731,ORD10731,7571.96,2026-07-15,CUST1331,issued
INV10732,ORD10732,33031.37,2026-07-03,CUST1332,issued
INV10733,ORD10733,7733.40,2026-06-26,CUST1333,issued
INV10734,ORD10734,17196.79,2026-07-07,CUST1334,issued
INV10735,ORD10735,51876.19,2026-06-08,CUST1335,issued
INV10736,ORD10736,18705.97,2026-06-06,CUST1336,issued
INV10737,ORD10737,22579.18,2026-06-30,CUST1337,issued
INV10738,ord10738,"₹8,671.82",17-Jul-2026,CUST1338,issued
INV10739,ORD10739,48888.17,2026-07-03,CUST1339,issued
INV10740,ORD10740,50790.99,2026-07-08,CUST1340,issued
INV10741,ORD10741,15911.14,2026-06-02,CUST1341,issued
INV10742,ORD10742,6080.92,2026-06-23,CUST1342,issued
INV10743,ORD10743,47439.99,2026-07-22,CUST1343,issued
INV10744,ord10744,"48,231.78",2026-07-13,CUST1344,issued
INV10745,ORD10745,3325.14,2026-06-19,CUST1345,issued
INV10747,ORD10747,34851.76,2026-07-01,CUST1347,issued
INV10748,ORD10748,24200.69,2026-07-10,CUST1348,issued
INV10749,ORD10749,48910.40,2026-06-15,CUST1349,issued
INV10750,ORD10750,27168.64,2026-07-09,CUST1350,issued
INV10751,OrD10751,"₹1,347.84",06-05-2026,CUST1351,issued
INV10752,  ORD10752  ,59904.50 INR,05-Jun-2026,CUST1352,issued
INV10753,ORD10753,43989.45,2026-06-19,CUST1353,issued
INV10754,ORD10754,22967.94,2026-06-02,CUST1354,issued
INV10755,ORD10755,44111.81,2026-07-15,CUST1355,issued
INV10756,ORD10756,1702.01,2026-06-28,CUST1356,issued
INV10757,ORD10757,6508.01,2026-07-21,CUST1357,issued
INV10758,ORD10758,62455.38,2026-06-18,CUST1358,issued
INV10759,ORD10759,73580.97,2026-07-26,CUST1359,issued
INV10760,ORD10760,10204.90,2026-07-05,CUST1360,issued
INV10761,ORD10761,19507.57,2026-07-08,CUST1361,issued
INV10762,ord10762,22596.94 INR,07-20-2026,CUST1362,issued
INV10763,ORD10763,49413.88,2026-06-25,CUST1363,issued
INV10764,  ORD10764  ,34972.07,07-23-2026,CUST1364,issued
INV10765,ORD10765,45142.44,2026-07-22,CUST1365,issued
INV10766,ORD10766,66921.69,2026-07-04,CUST1366,issued
INV10767,ORD10767,53806.51,2026-06-15,CUST1367,issued
INV10768,ORD10768,29672.26,2026-05-31,CUST1368,issued
INV10769,ORD10769,58998.31,2026-06-07,CUST1369,issued
INV10770,ORD10770,7555.72,2026-07-15,CUST1370,issued
INV10771,ORD10771,16048.58,2026-06-04,CUST1371,issued
INV10772,ORD10772,60738.40,2026-07-13,CUST1372,issued
INV10773,ORD10773,20012.11,2026-06-25,CUST1373,issued
INV10774,ORD10774,60953.33,2026-07-07,CUST1374,issued
INV10775,ORD10775,25063.10,2026-07-15,CUST1375,issued
INV10776,ORD10776,58363.07,2026-06-27,CUST1376,issued
INV10777,ORD10777,13227.08,2026-06-08,CUST1377,issued
INV10778,ORD10778,10267.05,2026-07-01,CUST1378,issued
INV10779,ORD10779,59504.21,2026-07-10,CUST1379,issued
INV10781,OrD10781,63747.58 INR,20-Jul-2026,CUST1381,issued
INV10782,  ORD10782  ,"₹16,691.43",05-31-2026,CUST1382,issued
INV10783,ORD10783,46590.97,2026-06-05,CUST1383,issued
INV10784,ORD10784,49428.71,2026-06-30,CUST1384,issued
INV10785,ORD10785,3527.83,2026-07-27,CUST1385,issued
INV10786,ord10786,"43,315.00",23-Jun-2026,CUST1386,issued
INV10787,OrD10787,"59,943.00",2026-07-12,CUST1387,issued
INV10788,ORD10788,2413.53,2026-07-10,CUST1388,issued
INV10789,ORD10789,73463.65,2026-07-19,CUST1389,issued
INV10790,ORD10790,11600.49,2026-06-28,CUST1390,issued
INV10791,ORD10791,4025.98,2026-06-06,CUST1391,issued
INV10792,ORD10792,24548.23,2026-06-03,CUST1392,issued
INV10793,ORD10793,43572.76,2026-06-08,CUST1393,issued
INV10794,ORD10794,66558.90,2026-06-09,CUST1394,issued
INV10795,ORD10795,67385.50,2026-06-12,CUST1395,issued
INV10796,ORD10796,52993.57,2026-06-25,CUST1396,issued
INV10797,ORD10797,40754.89,2026-06-07,CUST1397,issued
INV10798,ORD10798,50522.32,2026-06-07,CUST1398,issued
INV10799,ORD10799,55581.75,2026-07-29,CUST1399,issued
INV10800,ORD10800,26240.37,2026-07-25,CUST1000,issued
INV10801,ORD10801,6351.22,2026-06-15,CUST1001,issued
INV10802,ORD10802,2427.87,2026-06-21,CUST1002,issued
INV10803,ORD10803,27223.59,2026-07-24,CUST1003,issued
INV10804,ORD10804,55465.56,2026-06-13,CUST1004,issued
INV10805,OrD10805,"₹28,550.60",29/07/2026,CUST1005,issued
INV10806,ORD10806,32489.95,2026-05-30,CUST1006,issued
INV10807,ORD10807,41826.38,2026-07-16,CUST1007,issued
INV10808,ORD10808,9706.66,2026-06-19,CUST1008,issued
INV10809,ORD10809,13078.48,2026-06-17,CUST1009,issued
INV10810,ORD10810,63602.71,2026-07-23,CUST1010,issued
INV10811,ORD10811,74669.77,2026-07-15,CUST1011,issued
INV10812,ORD10812,28204.64,2026-06-26,CUST1012,issued
INV10813,ord10813,29247.10,06-14-2026,CUST1013,issued
INV10814,ORD10814,23724.22,2026-06-30,CUST1014,issued
INV10815,ORD10815,49650.16,2026-07-23,CUST1015,issued
INV10816,ORD10816,58543.90,2026-06-27,CUST1016,issued
INV10817,ORD10817,13043.36,2026-06-14,CUST1017,issued
INV10818,ORD10818,41544.10,2026-07-11,CUST1018,issued
INV10819,ORD10819,64605.77,2026-06-25,CUST1019,issued
INV10820,ORD10820,35133.23,2026-06-09,CUST1020,issued
INV10821,ORD10821,57213.42,2026-06-05,CUST1021,issued
INV10822,ORD10822,41663.10,2026-06-23,CUST1022,issued
INV10823,ORD10823,58715.66,2026-07-17,CUST1023,issued
INV10824,ORD10824,42122.69,2026-07-01,CUST1024,issued
INV10825,ORD10825,40940.82,2026-06-24,CUST1025,issued
INV10826,ORD10826,44894.39,2026-06-13,CUST1026,issued
INV10827,ORD10827,52168.31,2026-06-17,CUST1027,issued
INV10829,ORD10829,25788.44,2026-06-07,CUST1029,issued
INV10831,ORD10831,57389.08,2026-07-12,CUST1031,issued
INV10832,ORD10832,16746.88,2026-06-14,CUST1032,issued
INV10833,ORD10833,54743.01,2026-07-12,CUST1033,issued
INV10834,ORD10834,8840.49,2026-06-24,CUST1034,issued
INV10835,ORD10835,69348.46,2026-07-01,CUST1035,issued
INV10836,ORD10836,59366.10,2026-07-05,CUST1036,issued
INV10837,ORD10837,51761.97,2026-06-14,CUST1037,issued
INV10838,ORD10838,9892.60,2026-07-12,CUST1038,issued
INV10839,ORD10839,14505.25,2026-07-11,CUST1039,issued
INV10840,ORD10840,3184.63,2026-06-18,CUST1040,issued
INV10841,ORD10841,46762.52,2026-07-26,CUST1041,issued
INV10842,ORD10842,25411.59,2026-06-25,CUST1042,issued
INV10843,ORD10843,15006.40,2026-07-03,CUST1043,issued
INV10844,ORD10844,57366.95,2026-06-20,CUST1044,issued
INV10845,ORD10845,30853.14,2026-07-18,CUST1045,issued
INV10846,ORD10846,60945.27,2026-06-20,CUST1046,issued
INV10847,ORD10847,64455.54,2026-07-14,CUST1047,issued
INV10848,  ORD10848  ,"₹52,837.55",16/07/2026,CUST1048,issued
INV10849,ORD10849,74611.93,2026-07-16,CUST1049,issued
INV10850,ORD10850,20295.92,2026-07-01,CUST1050,issued
INV10851,ORD10851,38002.49,2026-06-06,CUST1051,issued
INV10852,ORD10852,13203.75,2026-07-19,CUST1052,issued
INV10853,ORD10853,6466.84,2026-06-06,CUST1053,issued
INV10854,ORD10854,13816.37,2026-07-03,CUST1054,issued
INV10855,ORD10855,9385.51,2026-06-25,CUST1055,issued
INV10856,ORD10856,56915.71,2026-06-18,CUST1056,issued
INV10857,ORD10857,34835.72,2026-07-01,CUST1057,issued
INV10859,OrD10859,"49,234.33",07-06-2026,CUST1059,issued
INV10860,ORD10860,29395.80,2026-06-28,CUST1060,issued
INV10861,ORD10861,54139.55,2026-06-26,CUST1061,issued
INV10862,ORD10862,42437.04,2026-06-08,CUST1062,issued
INV10863,ORD10863,68243.87,2026-07-28,CUST1063,issued
INV10864,ORD10864,29120.35,2026-06-14,CUST1064,issued
INV10865,ORD10865,72611.82,2026-06-26,CUST1065,issued
INV10866,ORD10866,59135.43,2026-07-29,CUST1066,issued
INV10867,ORD10867,18793.49,2026-07-29,CUST1067,issued
INV10868,OrD10868,43012.19,19/06/2026,CUST1068,issued
INV10869,ORD10869,25759.12,2026-06-02,CUST1069,issued
INV10870,ORD10870,46416.72,2026-07-26,CUST1070,issued
INV10871,ORD10871,22059.31,2026-07-15,CUST1071,issued
INV10872,ORD10872,9963.98,2026-06-13,CUST1072,issued
INV10873,ORD10873,11692.17,2026-06-22,CUST1073,issued
INV10874,ORD10874,51178.28,2026-06-23,CUST1074,issued
INV10875,ORD10875,39547.02,2026-06-12,CUST1075,issued
INV10876,ord10876,14065.34 INR,2026-06-15,CUST1076,issued
INV10877,ORD10877,49078.57,2026-06-08,CUST1077,issued
INV10878,ORD10878,64920.27,2026-06-13,CUST1078,issued
INV10879,ORD10879,19279.58,2026-07-24,CUST1079,issued
INV10880,ORD10880,56008.59,2026-07-30,CUST1080,issued
INV10881,ORD10881,45795.32,2026-06-13,CUST1081,issued
INV10882,ORD10882,49105.23,2026-06-20,CUST1082,issued
INV10883,ORD10883,38347.56,2026-06-12,CUST1083,issued
INV10884,ORD10884,38584.11,2026-06-29,CUST1084,issued
INV10885,ORD10885,58665.06,2026-06-07,CUST1085,issued
INV10886,ORD10886,48694.80,2026-07-05,CUST1086,issued
INV10887,ORD10887,30246.76,2026-06-09,CUST1087,issued
INV10888,ord10888,27799.91 INR,20-Jul-2026,CUST1088,issued
INV10889,ORD10889,40412.15,2026-06-06,CUST1089,issued
INV10890,ORD10890,10994.32,2026-07-17,CUST1090,issued
INV10891,ORD10891,69304.93,2026-06-29,CUST1091,issued
INV10892,ORD10892,66215.80,2026-06-21,CUST1092,issued
INV10893,ORD10893,27251.69,2026-06-18,CUST1093,issued
