transaction_id,order_id,customer_id,amount,currency,transaction_date,payment_method,status
TXN10340,ORD10340,CUST1340,7563.43,INR,2026-07-06,card,captured
TXN10341,ORD10341,CUST1341,52075.19,INR,2026-06-02,card,captured
TXN10342,ORD10342,CUST1342,13976.63,INR,2026-07-06,wallet,captured
TXN10343,ORD10343,CUST1343,74795.39,USD,2026-07-19,card,captured
TXN10344,ORD10344,CUST1344,36589.06,INR,2026-07-01,card,captured
TXN10344B,ORD10344,CUST1344,36589.06,INR,2026-07-02,wallet,captured
TXN10345,ORD10345,CUST1345,72567.95,INR,2026-07-15,card,captured
TXN10346,ORD10346,CUST1346,16301.95,USD,2026-07-28,upi,captured
TXN10347,ORD10347,CUST1347,24919.55,INR,2026-06-30,card,captured
TXN10348,ORD10348,CUST1348,25100.08,INR,2026-06-02,card,captured
TxN10349,OrD10349,CUST1349,20522.75 INR,INR,18/06/2026,card,captured
TXN10350,ORD10350,CUST1350,65473.73,INR,2026-07-31,netbanking,captured
TXN10351,ORD10351,CUST1351,64004.92,USD,2026-06-16,wallet,captured
TXN10352,ORD10352,CUST1352,66286.32,INR,2026-07-21,upi,captured
TXN10353,ORD10353,CUST1353,10257.94,INR,2026-06-01,wallet,captured
TXN10354,ORD10354,CUST1354,57948.85,USD,2026-07-30,netbanking,captured
TXN10355,ORD10355,CUST1355,54526.45,INR,2026-07-06,card,captured
  TXN10356  ,  ORD10356  ,CUST1356,"54,118.25",INR,07-30-2026,netbanking,captured
TXN10357,ORD10357,CUST1357,3672.31,INR,2026-06-29,card,captured
TxN10358,OrD10358,CUST1358,45116.52 INR,INR,06/06/2026,card,captured
TXN10358B,ORD10358,CUST1358,45116.52,INR,2026-06-07,netbanking,captured
TXN10359,ORD10359,CUST1359,48705.09,INR,2026-06-26,upi,captured
TXN10359B,ORD10359,CUST1359,48705.09,INR,2026-06-27,card,captured
TXN10360,ORD10360,CUST1360,47010.71,INR,2026-06-22,wallet,captured
TXN10361,ORD10361,CUST1361,2028.00,INR,2026-06-21,card,captured
TXN10362,ORD10362,CUST1362,11835.23,INR,2026-06-02,card,captured
TXN10363,ORD10363,CUST1363,25873.69,INR,2026-07-14,netbanking,captured
TXN10364,ORD10364,CUST1364,57271.81,INR,2026-07-20,wallet,captured
TXN10365,ORD10365,CUST1365,39296.84,INR,2026-07-31,wallet,captured
TXN10366,ORD10366,CUST1366,11379.43,INR,2026-07-11,card,captured
TXN10367,ORD10367,CUST1367,10147.32,USD,2026-06-04,upi,captured
TXN10368,ORD10368,CUST1368,55345.99,INR,2026-07-28,upi,captured
TXN10369,ORD10369,CUST1369,26377.03,INR,2026-07-16,wallet,captured
TXN10370,ORD10370,CUST1370,67587.13,INR,2026-06-25,card,captured
TXN10371,ORD10371,CUST1371,5001.37,INR,2026-07-12,netbanking,captured
TXN10372,ORD10372,CUST1372,28261.80,USD,2026-07-29,upi,captured
TXN10373,ORD10373,CUST1373,19747.83,INR,2026-06-28,netbanking,captured
TXN10374,ORD10374,CUST1374,22454.68,INR,2026-07-02,upi,captured
txn10375,ord10375,CUST1375,"61,729.95",INR,19/06/2026,netbanking,captured
TXN10376,ORD10376,CUST1376,58508.13,INR,2026-07-26,upi,captured
TXN10377,ORD10377,CUST1377,60396.03,INR,2026-06-10,netbanking,captured
TXN10378,ORD10378,CUST1378,7406.37,INR,2026-06-11,wallet,captured
TxN10379,OrD10379,CUST1379,"₹66,158.15",INR,2026-07-28,upi,captured
TXN10380,ORD10380,CUST1380,65905.05,INR,2026-06-08,wallet,captured
TXN10381,ORD10381,CUST1381,51435.75,INR,2026-06-10,card,captured
TXN10382,ORD10382,CUST1382,71797.24,INR,2026-06-05,upi,captured
TXN10383,ORD10383,CUST1383,52798.34,INR,2026-06-01,card,captured
TXN10384,ORD10384,CUST1384,30668.37,INR,2026-07-06,netbanking,captured
TXN10385,ORD10385,CUST1385,40843.32,INR,2026-07-06,netbanking,captured
TXN10386,ORD10386,CUST1386,40545.76,INR,2026-06-25,wallet,captured
TXN10387,ORD10387,CUST1387,18007.95,INR,2026-07-03,wallet,captured
TXN10388,ORD10388,CUST1388,6602.31,INR,2026-07-10,card,captured
TXN10389,ORD10389,CUST1389,24395.53,USD,2026-07-12,wallet,captured
TXN10390,ORD10390,CUST1390,55990.86,INR,2026-07-25,wallet,captured
TXN10391,ORD10391,CUST1391,26704.71,INR,2026-06-05,netbanking,captured
TXN10392,ORD10392,CUST1392,49851.76,USD,2026-07-30,wallet,captured
TXN10393,ORD10393,CUST1393,44252.88,USD,2026-07-07,netbanking,captured
TXN10394,ORD10394,CUST1394,12768.05,USD,2026-06-24,wallet,captured
TXN10395,ORD10395,CUST1395,24215.03,INR,2026-06-24,card,captured
TXN10395B,ORD10395,CUST1395,24215.03,INR,2026-06-25,netbanking,captured
TXN10396,ORD10396,CUST1396,7799.94,INR,2026-06-23,netbanking,captured
TXN10398,ORD10398,CUST1398,54827.86,INR,2026-06-12,upi,captured
TXN10399,ORD10399,CUST1399,49553.83,USD,2026-07-10,wallet,captured
TXN10400,ORD10400,CUST1000,15143.88,USD,2026-07-07,netbanking,captured
TXN10401,ORD10401,CUST1001,18213.19,INR,2026-07-24,wallet,captured
TXN10402,ORD10402,CUST1002,31793.61,INR,2026-07-21,card,captured
TXN10402,ORD10402,CUST1002,31793.61,INR,2026-07-21,card,captured
TXN10403,ORD10403,CUST1003,27601.36,INR,2026-07-16,wallet,captured
TXN10404,ORD10404,CUST1004,27989.46,USD,2026-07-13,card,captured
TXN10405,ORD10405,CUST1005,31161.94,USD,2026-07-30,card,captured
TXN10406,ORD10406,CUST1006,42305.36,USD,2026-07-30,wallet,captured
TXN10406B,ORD10406,CUST1006,42305.36,USD,2026-07-31,card,captured
TXN10407,ORD10407,CUST1007,29881.33,INR,2026-06-09,upi,captured
TXN10407B,ORD10407,CUST1007,29881.33,INR,2026-06-10,wallet,captured
TXN10408,ORD10408,CUST1008,3140.04,USD,2026-07-14,wallet,captured
TXN10409,ORD10409,CUST1009,16631.07,INR,2026-06-05,wallet,captured
TXN10411,ORD10411,CUST1011,51857.01,USD,2026-06-27,wallet,captured
TXN10412,ORD10412,CUST1012,24104.59,INR,2026-06-13,netbanking,captured
TXN10413,ORD10413,CUST1013,23546.74,INR,2026-06-17,wallet,captured
TXN10414,ORD10414,CUST1014,23082.83,INR,2026-06-16,netbanking,captured
TXN10414B,ORD10414,CUST1014,23082.83,INR,2026-06-17,upi,captured
TXN10415,ORD10415,CUST1015,15642.22,INR,2026-07-12,,captured
TXN10416,ORD10416,CUST1016,27493.04,INR,2026-07-22,card,captured
TXN10417,ORD10417,CUST1017,40027.61,INR,2026-06-27,card,captured
TXN10417B,ORD10417,CUST1017,40027.61,INR,2026-06-28,wallet,captured
TXN10418,ORD10418,CUST1018,15121.21,INR,2026-06-14,wallet,captured
TXN10419,ORD10419,CUST1019,65866.82,INR,2026-06-04,card,captured
TXN10420,ORD10420,CUST1020,37336.47,USD,2026-06-01,upi,captured
TXN10421,ORD10421,CUST1021,60164.46,INR,2026-07-05,upi,captured
  TXN10422  ,  ORD10422  ,CUST1022,"7,233.12",INR,07-21-2026,wallet,captured
TXN10423,ORD10423,CUST1023,22093.27,INR,2026-06-15,upi,captured
TXN10423,ORD10423,CUST1023,22093.27,INR,2026-06-15,upi,captured
TXN10424,ORD10424,CUST1024,41199.93,INR,2026-06-14,upi,captured
TXN10424,ORD10424,CUST1024,abc,INR,2026-06-14,upi,captured
TXN10425,ORD10425,CUST1025,28560.10,INR,2026-07-12,card,captured
TXN10426,ORD10426,CUST1026,54645.14,INR,2026-06-28,card,captured
TXN10427,ORD10427,CUST1027,74710.03,INR,2026-07-31,wallet,captured
  TXN10428  ,  ORD10428  ,CUST1028,66715.53 INR,INR,2026-07-29,upi,captured
TXN10429,ORD10429,CUST1029,25887.96,INR,2026-07-31,upi,captured
TXN10430,ORD10430,CUST1030,36129.96,INR,2026-06-22,netbanking,captured
TXN10431,ORD10431,CUST1031,34178.21,USD,2026-07-18,wallet,captured
TXN10431,ORD10431,CUST1031,34178.21,USD,2026-07-18,wallet,captured
txn10432,ord10432,CUST1032,"3,066.91",INR,08-Jul-2026,netbanking,captured
TxN10433,OrD10433,CUST1033,12810.34,INR,07-31-2026,upi,captured
TXN10434,ORD10434,CUST1034,40245.39,INR,2026-06-08,card,captured
TXN10435,ORD10435,CUST1035,71209.69,INR,2026-06-19,upi,captured
TxN10436,OrD10436,CUST1036,"₹37,684.54",USD,27-Jul-2026,upi,captured
  TXN10437  ,  ORD10437  ,CUST1037,"₹29,555.73",INR,2026-07-04,upi,captured
TXN10438,ORD10438,CUST1038,46406.80,INR,2026-07-15,card,captured
TXN10439,ORD10439,CUST1039,906.36,INR,2026-07-31,card,captured
TXN10439,ORD10439,CUST1039,906.36,INR,2026-07-31,card,captured
TXN10440,ORD10440,CUST1040,55058.23,INR,2026-07-14,upi,captured
TXN10440,ORD10440,CUST1040,55058.23,INR,2026-07-14,upi,captured
TXN10441,ORD10441,CUST1041,51484.12,INR,2026-07-16,wallet,captured
TxN10442,OrD10442,CUST1042,"₹58,466.59",USD,29/07/2026,card,captured
TXN10443,ORD10443,CUST1043,19522.01,INR,2026-07-15,wallet,captured
TXN10444,ORD10444,CUST1044,32705.54,INR,2026-07-23,netbanking,captured
TxN10445,OrD10445,CUST1045,49174.51 INR,USD,11/07/2026,upi,captured
TXN10446,ORD10446,CUST1046,17203.19,INR,2026-07-14,wallet,captured
TXN10447,ORD10447,CUST1047,36730.07,INR,2026-06-02,wallet,captured
TXN10448,ORD10448,CUST1048,34365.55,INR,2026-06-22,wallet,captured
TXN10449,ORD10449,CUST1049,21980.67,INR,2026-06-06,wallet,captured
TXN10450,ORD10450,CUST1050,60554.15,USD,2026-06-08,wallet,captured
TXN10451,ORD10451,CUST1051,25016.32,INR,2026-06-10,wallet,captured
TXN10452,ORD10452,CUST1052,71688.20,INR,2026-07-03,upi,captured
TXN10453,ORD10453,CUST1053,7870.24,INR,2026-06-16,netbanking,captured
TXN10453B,ORD10453,CUST1053,7870.24,INR,2026-06-17,card,captured
TXN10454,ORD10454,CUST1054,55119.41,USD,2026-07-19,netbanking,captured
TXN10455,ORD10455,CUST1055,38619.23,INR,2026-06-22,netbanking,captured
txn10456,ord10456,CUST1056,"₹27,342.82",INR,02-Jun-2026,wallet,captured
TXN10456B,ORD10456,CUST1056,27342.82,INR,2026-06-03,card,captured
TXN10457,ORD10457,CUST1057,10925.02,INR,2026-07-08,wallet,captured
TXN10458,ORD10458,CUST1058,48148.05,USD,2026-06-18,card,captured
TXN10459,ORD10459,CUST1059,48695.03,INR,2026-07-22,wallet,captured
TXN10460,ORD10460,CUST1060,24382.74,INR,2026-07-24,netbanking,captured
TXN10460B,ORD10460,CUST1060,24382.74,INR,2026-07-25,card,captured
TXN10461,ORD10461,CUST1061,23169.31,INR,2026-07-04,card,captured
TXN10462,ORD10462,CUST1062,58303.18,INR,2026-06-24,netbanking,captured
TXN10464,ORD10464,CUST1064,28975.23,INR,2026-07-01,wallet,captured
txn10465,ord10465,CUST1065,58420.61,INR,21-Jun-2026,card,captured
TxN10466,OrD10466,CUST1066,33779.35 INR,INR,06-01-2026,netbanking,captured
TXN10466B,ORD10466,CUST1066,33779.35,INR,2026-06-02,netbanking,captured
TXN10468,ORD10468,CUST1068,30058.32,INR,2026-07-02,upi,captured
TXN10469,ORD10469,CUST1069,55200.90,USD,2026-06-27,upi,captured
TXN10470,ORD10470,CUST1070,69348.68,INR,2026-06-05,upi,captured
TXN10471,ORD10471,CUST1071,43071.83,INR,2026-06-18,upi,captured
TXN10472,ORD10472,CUST1072,37592.75,INR,2026-07-28,wallet,captured
TXN10473,ORD10473,CUST1073,45965.20,INR,2026-06-18,netbanking,captured
TXN10473,ORD10473,CUST1073,45965.20,INR,2026-06-18,netbanking,captured
TXN10474,ORD10474,CUST1074,23262.98,INR,2026-06-24,card,captured
TXN10475,ORD10475,CUST1075,5506.31,USD,2026-07-24,wallet,captured
TXN10476,ORD10476,CUST1076,20702.05,INR,2026-06-04,card,captured
TXN10477,ORD10477,CUST1077,36331.07,INR,2026-06-19,netbanking,captured
TXN10478,ORD10478,CUST1078,16417.74,INR,2026-07-21,card,captured
TXN10479,ORD10479,CUST1079,N/A,INR,2026-06-18,netbanking,captured
TXN10480,ORD10480,CUST1080,8517.16,USD,2026-06-25,upi,captured
TXN10481,ORD10481,CUST1081,72104.41,INR,2026-06-22,wallet,captured
TXN10482,ORD10482,CUST1082,34102.29,INR,2026-07-14,upi,captured
TXN10483,ORD10483,CUST1083,12501.06,INR,2026-07-19,card,captured
TXN10484,ORD10484,CUST1084,59288.81,INR,2026-07-18,netbanking,captured
TXN10485,ORD10485,CUST1085,53991.49,USD,2026-06-05,netbanking,captured
TXN10486,ORD10486,CUST1086,42446.71,INR,2026-06-21,card,captured
TXN10487,ORD10487,CUST1087,31634.31,INR,2026-06-02,card,captured
TXN10488,ORD10488,CUST1088,27354.37,INR,2026-07-27,netbanking,captured
TXN10489,ORD10489,CUST1089,63762.66,INR,2026-07-04,upi,captured
TXN10490,ORD10490,CUST1090,70319.94,INR,2026-06-13,wallet,captured
TXN10491,ORD10491,CUST1091,12155.53,INR,2026-07-28,card,captured
txn10492,ord10492,CUST1092,"₹39,891.80",USD,02-Jun-2026,card,captured
TXN10492B,ORD10492,CUST1092,39891.80,USD,2026-06-03,card,captured
TXN10493,ORD10493,CUST1093,15412.84,INR,2026-06-23,upi,captured
TXN10495,ORD10495,CUST1095,54363.37,USD,2026-06-04,upi,captured
TXN10496,ORD10496,CUST1096,51933.21,INR,2026-07-01,wallet,captured
TXN10497,ORD10497,CUST1097,52510.17,INR,2026-07-22,wallet,captured
TXN10498,ORD10498,CUST1098,47578.95,INR,2026-07-18,upi,captured
TXN10499,ORD10499,CUST1099,3746.19,INR,2026-06-16,card,captured
TXN10500,ORD10500,CUST1100,14101.62,INR,2026-07-22,netbanking,captured
TXN10501,ORD10501,CUST1101,5503.14,INR,2026-06-02,card,captured
TXN10501B,ORD10501,CUST1101,5503.14,INR,2026-06-03,netbanking,captured
TXN10502,ORD10502,CUST1102,29832.22,INR,2026-06-01,upi,captured
TXN10503,ORD10503,CUST1103,9249.31,INR,2026-07-12,card,captured
txn10504,ord10504,CUST1104,"₹39,023.26",USD,2026-07-14,netbanking,captured
TXN10505,ORD10505,CUST1105,37110.78,INR,2026-07-07,card,captured
TXN10505,ORD10505,CUST1105,37110.78,INR,2026-07-07,card,captured
TXN10506,ORD10506,CUST1106,8613.85,INR,2026-07-15,wallet,captured
TXN10507,ORD10507,CUST1107,43130.94,USD,2026-06-14,card,captured
TXN10508,ORD10508,CUST1108,53778.64,INR,2026-06-02,wallet,captured
TXN10509,ORD10509,CUST1109,70711.70,USD,2026-06-29,netbanking,captured
TXN10510,ORD10510,CUST1110,28733.68,INR,2026-06-11,wallet,captured
TXN10511,ORD10511,CUST1111,60291.41,INR,2026-06-01,upi,captured
TXN10512,ORD10512,CUST1112,229.64,INR,2026-07-20,card,captured
TXN10513,ORD10513,CUST1113,61925.57,INR,2026-06-21,card,captured
TxN10514,OrD10514,CUST1114,"12,167.43",INR,04-Jul-2026,card,captured
TXN10515,ORD10515,CUST1115,53600.71,INR,2026-06-28,upi,captured
TXN10516,ORD10516,CUST1116,51547.23,USD,2026-07-15,wallet,captured
TXN10517,ORD10517,CUST1117,72048.32,INR,2026-06-06,netbanking,captured
txn10519,ord10519,CUST1119,"54,746.91",INR,2026-07-05,wallet,captured
TXN10520,ORD10520,CUST1120,30729.84,INR,2026-07-15,card,captured
TXN10521,ORD10521,CUST1121,62438.24,INR,2026-06-02,card,captured
TXN10521,ORD10521,CUST1121,62438.24,INR,2026-06-02,card,captured
TXN10522,ORD10522,CUST1122,20895.92,INR,2026-06-01,card,captured
TXN10523,ORD10523,CUST1123,23466.66,USD,2026-06-17,card,captured
TXN10524,ORD10524,CUST1124,48951.87,INR,2026-07-07,netbanking,captured
TXN10525,ORD10525,CUST1125,70210.46,INR,2026-06-23,upi,captured
TXN10526,ORD10526,CUST1126,27849.13,INR,2026-06-11,upi,captured
TXN10527,ORD10527,CUST1127,69925.90,INR,2026-06-02,upi,captured
TXN10528,ORD10528,CUST1128,48142.75,INR,2026-07-01,card,captured
TXN10529,ORD10529,CUST1129,17687.50,INR,2026-06-02,card,captured
TXN10530,ORD10530,CUST1130,7120.65,INR,2026-06-08,upi,captured
TXN10531,ORD10531,CUST1131,8961.45,INR,2026-06-05,upi,captured
TXN10532,ORD10532,CUST1132,5456.62,INR,2026-06-15,wallet,captured
TXN10533,ORD10533,CUST1133,39410.54,INR,2026-06-16,netbanking,captured
TXN10534,ORD10534,CUST1134,35853.50,INR,2026-06-30,upi,captured
TXN10535,ORD10535,CUST1135,7435.06,INR,2026-06-18,card,captured
  TXN10536  ,  ORD10536  ,CUST1136,"₹19,373.31",INR,03-Jul-2026,card,captured
TXN10537,ORD10537,CUST1137,10963.19,INR,2026-07-22,card,captured
TXN10538,ORD10538,CUST1138,52512.48,INR,2026-06-02,card,captured
TXN10539,ORD10539,CUST1139,21459.34,INR,2026-06-09,netbanking,captured
TXN10540,ORD10540,CUST1140,30209.20,INR,2026-07-14,wallet,captured
TXN10541,ORD10541,CUST1141,28091.06,INR,2026-07-25,upi,captured
TXN10542,ORD10542,CUST1142,62560.58,INR,2026-06-13,netbanking,captured
TXN10542,ORD10542,CUST1142,62560.58,INR,2026-06-13,netbanking,captured
TxN10544,OrD10544,CUST1144,17958.63 INR,INR,24-Jul-2026,wallet,captured
TXN10545,ORD10545,CUST1145,72022.74,INR,2026-06-10,upi,captured
TXN10546,ORD10546,CUST1146,12664.31,INR,2026-06-28,wallet,captured
TXN10547,ORD10547,CUST1147,64530.53,INR,2026-07-18,wallet,captured
TXN10548,ORD10548,CUST1148,68616.72,INR,2026-06-07,card,captured
TXN10549,ORD10549,CUST1149,31564.50,INR,2026-07-04,card,captured
TXN10550,ORD10550,CUST1150,49393.37,INR,2026-07-08,upi,captured
TXN10551,ORD10551,CUST1151,67325.93,USD,2026-07-07,netbanking,captured
TXN10552,ORD10552,CUST1152,71727.01,INR,2026-06-17,card,captured
TXN10553,ORD10553,CUST1153,16003.84,INR,2026-06-21,wallet,captured
TXN10554,ORD10554,CUST1154,34966.30,INR,2026-06-21,wallet,captured
TXN10555,ORD10555,CUST1155,30742.96,USD,2026-06-09,netbanking,captured
TXN10556,ORD10556,CUST1156,57539.38,INR,2026-06-09,netbanking,captured
TXN10557,ORD10557,CUST1157,10286.10,USD,2026-06-26,wallet,captured
TXN10558,ORD10558,CUST1158,43314.25,INR,2026-06-23,netbanking,captured
TXN10559,ORD10559,CUST1159,52014.55,INR,2026-07-14,netbanking,captured
TXN10560,ORD10560,CUST1160,62681.93,INR,2026-07-12,upi,captured
TXN10561,ORD10561,CUST1161,12339.24,INR,2026-06-05,card,captured
TXN10562,ORD10562,CUST1162,N/A,USD,2026-07-06,card,captured
TXN10563,ORD10563,CUST1163,394.77,INR,2026-06-15,upi,captured
TXN10564,ORD10564,CUST1164,6277.23,INR,2026-06-06,netbanking,captured
TXN10565,ORD10565,CUST1165,24079.93,INR,2026-06-27,netbanking,captured
TXN10567,ORD10567,CUST1167,25693.22,INR,2026-07-02,card,captured
TXN10568,ORD10568,CUST1168,22206.28,INR,2026-06-02,wallet,captured
TXN10568,ORD10568,CUST1168,22206.28,INR,2026-06-02,wallet,captured
TXN10569,ORD10569,CUST1169,11503.51,USD,2026-07-21,upi,captured
TXN10569B,ORD10569,CUST1169,11503.51,USD,2026-07-22,wallet,captured
TXN10570,ORD10570,CUST1170,32716.82,USD,2026-06-01,card,captured
TXN10571,ORD10571,CUST1171,31818.37,USD,2026-07-05,upi,captured
TXN10573,ORD10573,CUST1173,15427.36,INR,2026-06-20,upi,captured
TXN10575,ORD10575,CUST1175,23727.58,INR,2026-07-17,netbanking,captured
TXN10575,ORD10575,CUST1175,23727.58,INR,2026-07-17,netbanking,captured
TXN10576,ORD10576,CUST1176,24444.78,INR,2026-06-16,upi,captured
TXN10577,ORD10577,CUST1177,24111.44,INR,2026-07-21,netbanking,captured
  TXN10578  ,  ORD10578  ,CUST1178,39741.70,INR,20-Jul-2026,wallet,captured
TXN10579,ORD10579,CUST1179,abc,INR,2026-07-01,netbanking,captured
TXN10580,ORD10580,CUST1180,46443.98,INR,2026-06-07,netbanking,captured
TXN10581,ORD10581,CUST1181,9758.51,USD,2026-06-30,card,captured
TXN10582,ORD10582,CUST1182,39033.45,INR,2026-06-10,card,captured
TxN10583,OrD10583,CUST1183,39799.01,INR,15/07/2026,upi,captured
  TXN10584  ,  ORD10584  ,CUST1184,72884.04,INR,08-Jun-2026,upi,captured
txn10585,ord10585,CUST1185,68671.95 INR,INR,02/07/2026,card,captured
TXN10585B,ORD10585,CUST1185,68671.95,INR,2026-07-03,upi,captured
TXN10586,ORD10586,CUST1186,4323.00,INR,2026-06-01,card,captured
TXN10587,ORD10587,CUST1187,17171.39,INR,2026-06-21,netbanking,captured
TXN10588,ORD10588,CUST1188,26530.77,USD,2026-06-25,card,captured
TXN10589,ORD10589,CUST1189,56693.45,USD,2026-06-16,card,captured
TXN10590,ORD10590,CUST1190,60994.82,INR,2026-06-17,wallet,captured
TXN10591,ORD10591,CUST1191,40480.33,INR,2026-06-22,upi,captured
TXN10592,ORD10592,CUST1192,48969.11,USD,2026-06-04,wallet,captured
TXN10593,ORD10593,CUST1193,54735.17,INR,2026-06-24,netbanking,captured
txn10594,ord10594,CUST1194,"27,815.13",INR,10-Jul-2026,wallet,captured
TXN10595,ORD10595,CUST1195,35338.49,USD,2026-07-28,netbanking,captured
TXN10595B,ORD10595,CUST1195,35338.49,USD,2026-07-29,card,captured
TXN10596,ORD10596,CUST1196,33515.60,INR,2026-06-01,upi,captured
TXN10597,ORD10597,CUST1197,27309.66,USD,2026-07-13,card,captured
TXN10598,ORD10598,CUST1198,32483.95,USD,2026-07-16,upi,captured
  TXN10599  ,  ORD10599  ,CUST1199,"₹59,186.28",USD,23/06/2026,netbanking,captured
  TXN10599  ,  ORD10599  ,CUST1199,"₹59,186.28",USD,23/06/2026,netbanking,captured
TXN10600,ORD10600,CUST1200,22702.11,INR,2026-06-22,wallet,captured
TXN10601,ORD10601,CUST1201,50166.40,INR,2026-06-10,upi,captured
TXN10602,ORD10602,CUST1202,65933.81,USD,2026-06-08,card,captured
TXN10603,ORD10603,CUST1203,67611.87,INR,2026-07-25,upi,captured
TXN10604,ORD10604,CUST1204,42041.36,INR,2026-06-10,card,captured
TXN10605,ORD10605,CUST1205,51598.93,USD,2026-07-09,wallet,captured
TXN10606,ORD10606,CUST1206,60221.15,INR,2026-07-28,upi,captured
TXN10607,ORD10607,CUST1207,17483.11,INR,2026-07-23,upi,captured
TXN10608,ORD10608,CUST1208,53435.25,INR,2026-07-16,wallet,captured
TXN10608B,ORD10608,CUST1208,53435.25,INR,2026-07-17,wallet,captured
TXN10609,ORD10609,CUST1209,33252.65,INR,2026-06-06,wallet,captured
TXN10610,ORD10610,CUST1210,12952.63,INR,2026-06-14,upi,captured
TXN10611,ORD10611,CUST1211,65208.91,INR,2026-06-23,upi,captured
TXN10612,ORD10612,CUST1212,6465.30,INR,2026-06-13,netbanking,captured
TXN10613,ORD10613,CUST1213,63010.68,INR,2026-07-20,netbanking,captured
TXN10614,ORD10614,CUST1214,35439.99,INR,2026-07-03,card,captured
txn10615,ord10615,CUST1215,72527.84 INR,INR,06-26-2026,wallet,captured
TXN10616,ORD10616,CUST1216,63727.47,INR,2026-07-17,wallet,captured
TXN10617,ORD10617,CUST1217,11819.56,INR,2026-07-12,upi,captured
TXN10618,ORD10618,CUST1218,50871.09,INR,2026-06-26,upi,captured
TXN10619,ORD10619,CUST1219,41437.74,USD,2026-07-12,card,captured
TXN10620,ORD10620,CUST1220,33116.90,INR,2026-06-18,netbanking,captured
txn10621,ord10621,CUST1221,47973.79 INR,INR,2026-07-01,netbanking,captured
TXN10622,ORD10622,CUST1222,12100.78,INR,2026-07-15,upi,captured
TXN10623,ORD10623,CUST1223,11102.08,INR,2026-06-15,card,captured
TXN10624,ORD10624,CUST1224,71025.89,INR,2026-07-06,upi,captured
TXN10625,ORD10625,CUST1225,56128.94,INR,2026-07-25,upi,captured
TXN10626,ORD10626,CUST1226,2953.42,INR,2026-06-04,netbanking,captured
txn10627,ord10627,CUST1227,0,INR,11/06/2026,netbanking,captured
TXN10629,ORD10629,CUST1229,66972.15,INR,2026-07-21,card,captured
txn10630,ord10630,CUST1230,"₹46,703.19",USD,28-Jul-2026,wallet,captured
TXN10631,ORD10631,CUST1231,13210.93,INR,2026-06-25,card,captured
TXN10632,ORD10632,CUST1232,42784.08,INR,2026-07-17,wallet,captured
TXN10633,ORD10633,CUST1233,23794.26,INR,2026-06-25,upi,captured
TXN10634,ORD10634,CUST1234,74309.61,INR,2026-07-15,netbanking,captured
TXN10635,ORD10635,CUST1235,43063.43,INR,2026-07-05,card,captured
TXN10636,ORD10636,CUST1236,32163.93,INR,2026-06-06,wallet,captured
TxN10637,OrD10637,CUST1237,"₹44,213.63",INR,09-Jun-2026,wallet,captured
TXN10638,ORD10638,CUST1238,62590.97,INR,2026-06-20,netbanking,captured
TXN10639,ORD10639,CUST1239,70736.75,USD,2026-07-04,netbanking,captured
TXN10640,ORD10640,CUST1240,51288.72,INR,2026-07-15,upi,captured
TXN10641,ORD10641,CUST1241,45183.86,INR,2026-07-26,upi,captured
TXN10642,ORD10642,CUST1242,64357.03,INR,2026-06-17,wallet,captured
TXN10643,ORD10643,CUST1243,63869.45,INR,2026-07-28,wallet,captured
TXN10644,ORD10644,CUST1244,25807.62,INR,2026-07-30,card,captured
TXN10645,ORD10645,CUST1245,19541.42,INR,2026-06-04,netbanking,captured
TXN10646,ORD10646,CUST1246,40018.57,INR,2026-07-25,wallet,captured
TXN10647,ORD10647,CUST1247,55879.98,INR,2026-06-15,upi,captured
TXN10648,ORD10648,CUST1248,51322.08,USD,2026-07-06,upi,captured
TXN10649,ORD10649,CUST1249,42285.14,INR,2026-06-07,netbanking,captured
TXN10649,ORD10649,CUST1249,42285.14,INR,2026-06-07,netbanking,captured
TXN10650,ORD10650,CUST1250,27639.08,INR,2026-06-08,netbanking,captured
TXN10651,ORD10651,CUST1251,41106.37,USD,2026-06-21,wallet,captured
TXN10652,ORD10652,CUST1252,47248.07,INR,2026-07-07,netbanking,captured
TXN10653,ORD10653,CUST1253,40788.34,INR,2026-07-26,upi,captured
TXN10654,ORD10654,CUST1254,22051.30,INR,2026-07-16,card,captured
TXN10655,ORD10655,CUST1255,41531.69,INR,2026-06-14,upi,captured
TXN10657,ORD10657,CUST1257,73121.49,INR,2026-06-06,card,captured
TXN10658,ORD10658,CUST1258,67699.48,INR,2026-07-08,upi,captured
TXN10659,ORD10659,CUST1259,15871.73,INR,2026-06-08,netbanking,captured
TXN10660,ORD10660,CUST1260,5139.38,INR,2026-07-24,netbanking,captured
TxN10661,OrD10661,CUST1261,"₹27,380.61",INR,13-Jul-2026,wallet,captured
TXN10662,ORD10662,CUST1262,10710.60,USD,2026-06-11,card,captured
TXN10663,ORD10663,CUST1263,42576.45,USD,2026-06-07,card,captured
TXN10664,ORD10664,CUST1264,31757.45,INR,2026-06-16,netbanking,captured
TXN10665,ORD10665,CUST1265,44214.28,INR,2026-06-28,upi,captured
TXN10665,ORD10665,CUST1265,44214.28,INR,2026-06-28,upi,captured
TXN10666,ORD10666,CUST1266,74085.69,INR,2026-06-16,upi,captured
TXN10667,ORD10667,CUST1267,56611.18,INR,2026-06-22,netbanking,captured
TXN10668,ORD10668,CUST1268,18404.33,INR,2026-06-10,card,captured
