order_id,transaction_id,scenario,is_dirty_formatting
ORD10596,TXN10596,MISSING_SETTLEMENT,False
ORD10597,TXN10597,CLEAN,False
ORD10598,TXN10598,PARTIAL_SETTLEMENT,False
ORD10599,TXN10599,DUPLICATE_TRANSACTION,True
ORD10600,TXN10600,PARTIAL_SETTLEMENT,False
ORD10601,TXN10601,CLEAN,False
ORD10602,TXN10602,CLEAN,False
ORD10603,TXN10603,CURRENCY_MISMATCH,False
ORD10604,TXN10604,CLEAN,False
ORD10605,TXN10605,CLEAN,False
ORD10606,TXN10606,MISSING_INVOICE,False
ORD10607,TXN10607,AMOUNT_MISMATCH,False
ORD10608,TXN10608,POSSIBLE_DUPLICATE,False
ORD10609,TXN10609,CURRENCY_MISMATCH,False
ORD10610,TXN10610,CLEAN,False
ORD10611,TXN10611,CLEAN,False
ORD10612,TXN10612,CLEAN,False
ORD10613,TXN10613,CLEAN,False
ORD10614,TXN10614,CLEAN,False
ORD10615,TXN10615,MISSING_INVOICE,True
ORD10616,TXN10616,CLEAN,False
ORD10617,TXN10617,MISSING_INVOICE,False
ORD10618,TXN10618,AMOUNT_MISMATCH,False
ORD10619,TXN10619,CLEAN,False
ORD10620,TXN10620,CURRENCY_MISMATCH,False
ORD10621,TXN10621,CLEAN,True
ORD10622,TXN10622,CLEAN,False
ORD10623,TXN10623,CLEAN,False
ORD10624,TXN10624,PARTIAL_SETTLEMENT,False
ORD10625,TXN10625,CLEAN,False
ORD10626,TXN10626,CLEAN,False
ORD10627,TXN10627,CLEAN,True
ORD10628,TXN10628,MISSING_PAYMENT,False
ORD10629,TXN10629,MISSING_INVOICE,False
ORD10630,TXN10630,CLEAN,True
ORD10631,TXN10631,MISSING_SETTLEMENT,False
ORD10632,TXN10632,CLEAN,False
ORD10633,TXN10633,PARTIAL_SETTLEMENT,False
ORD10634,TXN10634,MISSING_SETTLEMENT,False
ORD10635,TXN10635,CLEAN,False
ORD10636,TXN10636,CURRENCY_MISMATCH,False
ORD10637,TXN10637,CLEAN,True
ORD10638,TXN10638,MISSING_SETTLEMENT,False
ORD10639,TXN10639,AMOUNT_MISMATCH,False
ORD10640,TXN10640,CLEAN,False
ORD10641,TXN10641,MISSING_INVOICE,False
ORD10642,TXN10642,CLEAN,False
ORD10643,TXN10643,CLEAN,False
ORD10644,TXN10644,INVALID_REFERENCE,False
ORD10645,TXN10645,CURRENCY_MISMATCH,False
ORD10646,TXN10646,CLEAN,False
ORD10647,TXN10647,CLEAN,False
ORD10648,TXN10648,DATE_MISMATCH,False
ORD10649,TXN10649,DUPLICATE_TRANSACTION,False
ORD10650,TXN10650,CLEAN,False
ORD10651,TXN10651,CLEAN,False
ORD10652,TXN10652,UNEXPECTED_FEE,False
ORD10653,TXN10653,CLEAN,False
ORD10654,TXN10654,PARTIAL_SETTLEMENT,False
ORD10655,TXN10655,MISSING_SETTLEMENT,False
ORD10656,TXN10656,MISSING_PAYMENT,False
ORD10657,TXN10657,CLEAN,False
ORD10658,TXN10658,CLEAN,False
ORD10659,TXN10659,DATE_MISMATCH,False
ORD10660,TXN10660,CLEAN,False
ORD10661,TXN10661,CLEAN,True
ORD10662,TXN10662,CLEAN,False
ORD10663,TXN10663,CLEAN,False
ORD10664,TXN10664,CLEAN,False
ORD10665,TXN10665,DUPLICATE_TRANSACTION,False
ORD10666,TXN10666,AMOUNT_MISMATCH,False
ORD10667,TXN10667,CLEAN,False
ORD10668,TXN10668,CLEAN,False
ORD10669,TXN10669,CLEAN,True
ORD10670,TXN10670,CLEAN,False
ORD10671,TXN10671,CLEAN,False
ORD10672,TXN10672,MISSING_SETTLEMENT,False
ORD10673,TXN10673,CLEAN,False
ORD10674,TXN10674,CLEAN,False
ORD10675,TXN10675,CLEAN,False
ORD10676,TXN10676,MISSING_SETTLEMENT,False
ORD10677,TXN10677,MISSING_PAYMENT,True
ORD10678,TXN10678,MISSING_PAYMENT,False
ORD10679,TXN10679,CLEAN,False
ORD10680,TXN10680,CLEAN,False
ORD10681,TXN10681,CLEAN,False
ORD10682,TXN10682,INVALID_REFERENCE,False
ORD10683,TXN10683,CLEAN,False
ORD10684,TXN10684,DUPLICATE_TRANSACTION,False
ORD10685,TXN10685,CLEAN,False
ORD10686,TXN10686,MISSING_PAYMENT,False
ORD10687,TXN10687,MISSING_INVOICE,False
ORD10688,TXN10688,CLEAN,False
ORD10689,TXN10689,INVALID_REFERENCE,True
ORD10690,TXN10690,MISSING_SETTLEMENT,False
ORD10691,TXN10691,CLEAN,False
ORD10692,TXN10692,CLEAN,False
ORD10693,TXN10693,PARTIAL_SETTLEMENT,False
ORD10694,TXN10694,DUPLICATE_TRANSACTION,False
ORD10695,TXN10695,AMOUNT_MISMATCH,False
ORD10696,TXN10696,DATE_MISMATCH,False
ORD10697,TXN10697,CLEAN,True
ORD10698,TXN10698,CLEAN,False
ORD10699,TXN10699,CLEAN,False
ORD10700,TXN10700,MISSING_SETTLEMENT,False
ORD10701,TXN10701,MISSING_INVOICE,False
ORD10702,TXN10702,CLEAN,False
ORD10703,TXN10703,CURRENCY_MISMATCH,False
ORD10704,TXN10704,CLEAN,False
ORD10705,TXN10705,AMOUNT_MISMATCH,False
ORD10706,TXN10706,CLEAN,False
ORD10707,TXN10707,CURRENCY_MISMATCH,True
ORD10708,TXN10708,CURRENCY_MISMATCH,False
ORD10709,TXN10709,MISSING_SETTLEMENT,False
ORD10710,TXN10710,MISSING_PAYMENT,False
ORD10711,TXN10711,MISSING_SETTLEMENT,False
ORD10712,TXN10712,CLEAN,False
ORD10713,TXN10713,UNEXPECTED_FEE,False
ORD10714,TXN10714,CLEAN,False
ORD10715,TXN10715,UNEXPECTED_FEE,True
ORD10716,TXN10716,CURRENCY_MISMATCH,False
ORD10717,TXN10717,CLEAN,False
ORD10718,TXN10718,CURRENCY_MISMATCH,False
ORD10719,TXN10719,MISSING_INVOICE,False
ORD10720,TXN10720,AMOUNT_MISMATCH,False
ORD10721,TXN10721,UNEXPECTED_FEE,False
ORD10722,TXN10722,CLEAN,False
ORD10723,TXN10723,CLEAN,False
ORD10724,TXN10724,UNEXPECTED_FEE,False
ORD10725,TXN10725,CLEAN,False
ORD10726,TXN10726,CLEAN,False
ORD10727,TXN10727,CLEAN,False
ORD10728,TXN10728,AMOUNT_MISMATCH,False
ORD10729,TXN10729,CLEAN,False
ORD10730,TXN10730,CLEAN,False
ORD10731,TXN10731,CLEAN,False
ORD10732,TXN10732,CLEAN,False
ORD10733,TXN10733,DUPLICATE_TRANSACTION,False
ORD10734,TXN10734,CLEAN,False
ORD10735,TXN10735,POSSIBLE_DUPLICATE,False
ORD10736,TXN10736,POSSIBLE_DUPLICATE,False
ORD10737,TXN10737,CLEAN,False
ORD10738,TXN10738,MISSING_PAYMENT,True
ORD10739,TXN10739,CLEAN,False
ORD10740,TXN10740,POSSIBLE_DUPLICATE,False
ORD10741,TXN10741,CLEAN,False
ORD10742,TXN10742,CLEAN,False
ORD10743,TXN10743,POSSIBLE_DUPLICATE,False
ORD10744,TXN10744,CLEAN,True
ORD10745,TXN10745,CLEAN,False
ORD10746,TXN10746,MISSING_INVOICE,True
ORD10747,TXN10747,CLEAN,False
ORD10748,TXN10748,CLEAN,False
ORD10749,TXN10749,CLEAN,False
ORD10750,TXN10750,CLEAN,False
ORD10751,TXN10751,CLEAN,True
ORD10752,TXN10752,CLEAN,True
ORD10753,TXN10753,CLEAN,False
ORD10754,TXN10754,CLEAN,False
ORD10755,TXN10755,MISSING_SETTLEMENT,False
ORD10756,TXN10756,CLEAN,False
ORD10757,TXN10757,CLEAN,False
ORD10758,TXN10758,CLEAN,False
ORD10759,TXN10759,CLEAN,False
ORD10760,TXN10760,POSSIBLE_DUPLICATE,False
ORD10761,TXN10761,CLEAN,False
ORD10762,TXN10762,CLEAN,True
ORD10763,TXN10763,CLEAN,False
ORD10764,TXN10764,MISSING_PAYMENT,True
ORD10765,TXN10765,CLEAN,False
ORD10766,TXN10766,CLEAN,False
ORD10767,TXN10767,POSSIBLE_DUPLICATE,False
ORD10768,TXN10768,CLEAN,False
ORD10769,TXN10769,CLEAN,False
ORD10770,TXN10770,MISSING_SETTLEMENT,False
ORD10771,TXN10771,PARTIAL_SETTLEMENT,False
ORD10772,TXN10772,CLEAN,False
ORD10773,TXN10773,CLEAN,False
ORD10774,TXN10774,CLEAN,False
ORD10775,TXN10775,UNEXPECTED_FEE,False
ORD10776,TXN10776,CLEAN,False
ORD10777,TXN10777,MISSING_PAYMENT,False
ORD10778,TXN10778,CLEAN,False
ORD10779,TXN10779,POSSIBLE_DUPLICATE,False
ORD10780,TXN10780,MISSING_INVOICE,False
ORD10781,TXN10781,CLEAN,True
ORD10782,TXN10782,DATE_MISMATCH,True
ORD10783,TXN10783,CLEAN,False
ORD10784,TXN10784,POSSIBLE_DUPLICATE,False
ORD10785,TXN10785,AMOUNT_MISMATCH,False
ORD10786,TXN10786,MISSING_SETTLEMENT,True
ORD10787,TXN10787,CLEAN,True
ORD10788,TXN10788,CLEAN,False
ORD10789,TXN10789,AMOUNT_MISMATCH,False
ORD10790,TXN10790,AMOUNT_MISMATCH,False
ORD10791,TXN10791,DATE_MISMATCH,False
ORD10792,TXN10792,CLEAN,False
ORD10793,TXN10793,CLEAN,False
ORD10794,TXN10794,CLEAN,False
ORD10795,TXN10795,MISSING_SETTLEMENT,False
ORD10796,TXN10796,DATE_MISMATCH,False
ORD10797,TXN10797,CLEAN,False
ORD10798,TXN10798,CLEAN,False
ORD10799,TXN10799,CLEAN,False
ORD10800,TXN10800,CLEAN,False
ORD10801,TXN10801,CLEAN,False
ORD10802,TXN10802,AMOUNT_MISMATCH,False
ORD10803,TXN10803,CLEAN,False
ORD10804,TXN10804,CLEAN,False
ORD10805,TXN10805,CLEAN,True
ORD10806,TXN10806,CLEAN,False
ORD10807,TXN10807,UNEXPECTED_FEE,False
ORD10808,TXN10808,CLEAN,False
ORD10809,TXN10809,DATE_MISMATCH,False
ORD10810,TXN10810,DATE_MISMATCH,False
ORD10811,TXN10811,POSSIBLE_DUPLICATE,False
ORD10812,TXN10812,MISSING_SETTLEMENT,False
ORD10813,TXN10813,CLEAN,True
ORD10814,TXN10814,CLEAN,False
ORD10815,TXN10815,CLEAN,False
ORD10816,TXN10816,CLEAN,False
ORD10817,TXN10817,CLEAN,False
ORD10818,TXN10818,CLEAN,False
ORD10819,TXN10819,CLEAN,False
ORD10820,TXN10820,CLEAN,False
ORD10821,TXN10821,PARTIAL_SETTLEMENT,False
ORD10822,TXN10822,DATE_MISMATCH,False
ORD10823,TXN10823,CLEAN,False
ORD10824,TXN10824,POSSIBLE_DUPLICATE,False
ORD10825,TXN10825,MISSING_SETTLEMENT,False
ORD10826,TXN10826,CLEAN,False
ORD10827,TXN10827,DUPLICATE_TRANSACTION,False
ORD10828,TXN10828,MISSING_INVOICE,False
ORD10829,TXN10829,CURRENCY_MISMATCH,False
ORD10830,TXN10830,MISSING_INVOICE,True
ORD10831,TXN10831,AMOUNT_MISMATCH,False
ORD10832,TXN10832,CLEAN,False
ORD10833,TXN10833,CLEAN,False
ORD10834,TXN10834,CLEAN,False
ORD10835,TXN10835,CLEAN,False
ORD10836,TXN10836,CLEAN,False
ORD10837,TXN10837,DATE_MISMATCH,False
ORD10838,TXN10838,CLEAN,False
ORD10839,TXN10839,CLEAN,False
ORD10840,TXN10840,CLEAN,False
ORD10841,TXN10841,CLEAN,False
ORD10842,TXN10842,DUPLICATE_TRANSACTION,False
ORD10843,TXN10843,CLEAN,False
ORD10844,TXN10844,CLEAN,False
ORD10845,TXN10845,CLEAN,False
ORD10846,TXN10846,POSSIBLE_DUPLICATE,False
ORD10847,TXN10847,CLEAN,False
ORD10848,TXN10848,CLEAN,True
ORD10849,TXN10849,CLEAN,False
ORD10850,TXN10850,UNEXPECTED_FEE,False
ORD10851,TXN10851,AMOUNT_MISMATCH,False
ORD10852,TXN10852,POSSIBLE_DUPLICATE,False
ORD10853,TXN10853,MISSING_SETTLEMENT,False
ORD10854,TXN10854,CLEAN,False
ORD10855,TXN10855,CLEAN,False
ORD10856,TXN10856,MISSING_SETTLEMENT,False
ORD10857,TXN10857,CLEAN,False
ORD10858,TXN10858,MISSING_INVOICE,False
ORD10859,TXN10859,AMOUNT_MISMATCH,True
ORD10860,TXN10860,CLEAN,False
ORD10861,TXN10861,CLEAN,False
ORD10862,TXN10862,UNEXPECTED_FEE,False
ORD10863,TXN10863,POSSIBLE_DUPLICATE,False
ORD10864,TXN10864,POSSIBLE_DUPLICATE,False
ORD10865,TXN10865,CLEAN,False
ORD10866,TXN10866,AMOUNT_MISMATCH,False
ORD10867,TXN10867,PARTIAL_SETTLEMENT,False
ORD10868,TXN10868,AMOUNT_MISMATCH,True
ORD10869,TXN10869,CLEAN,False
ORD10870,TXN10870,CLEAN,False
ORD10871,TXN10871,CURRENCY_MISMATCH,False
ORD10872,TXN10872,CLEAN,False
ORD10873,TXN10873,CLEAN,False
ORD10874,TXN10874,POSSIBLE_DUPLICATE,False
ORD10875,TXN10875,MISSING_SETTLEMENT,False
ORD10876,TXN10876,CLEAN,True
ORD10877,TXN10877,CLEAN,False
ORD10878,TXN10878,PARTIAL_SETTLEMENT,False
ORD10879,TXN10879,CLEAN,False
ORD10880,TXN10880,PARTIAL_SETTLEMENT,False
ORD10881,TXN10881,CLEAN,False
ORD10882,TXN10882,CLEAN,False
ORD10883,TXN10883,CURRENCY_MISMATCH,False
ORD10884,TXN10884,INVALID_REFERENCE,False
ORD10885,TXN10885,POSSIBLE_DUPLICATE,False
ORD10886,TXN10886,CLEAN,False
ORD10887,TXN10887,CLEAN,False
ORD10888,TXN10888,CLEAN,True
ORD10889,TXN10889,UNEXPECTED_FEE,False
ORD10890,TXN10890,CLEAN,False
ORD10891,TXN10891,POSSIBLE_DUPLICATE,False
ORD10892,TXN10892,CLEAN,False
ORD10893,TXN10893,CLEAN,False
ORD10894,TXN10894,POSSIBLE_DUPLICATE,True
ORD10895,TXN10895,CLEAN,True
ORD10896,TXN10896,CLEAN,False
ORD10897,TXN10897,CLEAN,False
ORD10898,TXN10898,CLEAN,False
ORD10899,TXN10899,CLEAN,False
ORD10900,TXN10900,CLEAN,False
ORD10901,TXN10901,DATE_MISMATCH,False
ORD10902,TXN10902,CLEAN,False
ORD10903,TXN10903,CLEAN,False
ORD10904,TXN10904,AMOUNT_MISMATCH,False
ORD10905,TXN10905,CLEAN,False
ORD10906,TXN10906,CLEAN,False
ORD10907,TXN10907,CLEAN,False
ORD10908,TXN10908,DATE_MISMATCH,True
ORD10909,TXN10909,CLEAN,True
ORD10910,TXN10910,CLEAN,False
ORD10911,TXN10911,AMOUNT_MISMATCH,True
ORD10912,TXN10912,CLEAN,False
ORD10913,TXN10913,AMOUNT_MISMATCH,False
ORD10914,TXN10914,DUPLICATE_TRANSACTION,True
ORD10915,TXN10915,AMOUNT_MISMATCH,False
ORD10916,TXN10916,CLEAN,True
ORD10917,TXN10917,CLEAN,False
ORD10918,TXN10918,CLEAN,False
ORD10919,TXN10919,CLEAN,False
ORD10920,TXN10920,CLEAN,False
ORD10921,TXN10921,UNEXPECTED_FEE,False
ORD10922,TXN10922,CLEAN,False
ORD10923,TXN10923,MISSING_SETTLEMENT,False
ORD10924,TXN10924,CLEAN,True
ORD10925,TXN10925,UNEXPECTED_FEE,False
ORD10926,TXN10926,AMOUNT_MISMATCH,False
ORD10927,TXN10927,CLEAN,False
ORD10928,TXN10928,CLEAN,False
ORD10929,TXN10929,CURRENCY_MISMATCH,False
ORD10930,TXN10930,MISSING_SETTLEMENT,False
ORD10931,TXN10931,CLEAN,False
ORD10932,TXN10932,MISSING_INVOICE,True
ORD10933,TXN10933,AMOUNT_MISMATCH,False
ORD10934,TXN10934,UNEXPECTED_FEE,False
ORD10935,TXN10935,CLEAN,False
ORD10936,TXN10936,MISSING_PAYMENT,False
ORD10937,TXN10937,CLEAN,False
ORD10938,TXN10938,UNEXPECTED_FEE,False
ORD10939,TXN10939,CLEAN,False
ORD10940,TXN10940,POSSIBLE_DUPLICATE,False
ORD10941,TXN10941,DATE_MISMATCH,False
ORD10942,TXN10942,CLEAN,False
ORD10943,TXN10943,MISSING_SETTLEMENT,False
ORD10944,TXN10944,CLEAN,False
ORD10945,TXN10945,CLEAN,False
ORD10946,TXN10946,CLEAN,False
ORD10947,TXN10947,CLEAN,False
ORD10948,TXN10948,CLEAN,False
ORD10949,TXN10949,CLEAN,False
ORD10950,TXN10950,CURRENCY_MISMATCH,False
ORD10951,TXN10951,INVALID_REFERENCE,False
ORD10952,TXN10952,DATE_MISMATCH,False
ORD10953,TXN10953,PARTIAL_SETTLEMENT,False
ORD10954,TXN10954,CLEAN,False
ORD10955,TXN10955,CLEAN,False
ORD10956,TXN10956,CLEAN,False
ORD10957,TXN10957,MISSING_INVOICE,False
ORD10958,TXN10958,DUPLICATE_TRANSACTION,False
ORD10959,TXN10959,CLEAN,False
ORD10960,TXN10960,CLEAN,False
ORD10961,TXN10961,UNEXPECTED_FEE,False
ORD10962,TXN10962,POSSIBLE_DUPLICATE,False
ORD10963,TXN10963,PARTIAL_SETTLEMENT,False
ORD10964,TXN10964,CLEAN,False
ORD10965,TXN10965,CLEAN,False
ORD10966,TXN10966,CLEAN,False
ORD10967,TXN10967,POSSIBLE_DUPLICATE,False
ORD10968,TXN10968,CURRENCY_MISMATCH,False
ORD10969,TXN10969,CLEAN,False
ORD10970,TXN10970,CLEAN,False
ORD10971,TXN10971,DUPLICATE_TRANSACTION,False
ORD10972,TXN10972,DATE_MISMATCH,True
ORD10973,TXN10973,CLEAN,True
ORD10974,TXN10974,CLEAN,False
ORD10975,TXN10975,UNEXPECTED_FEE,False
ORD10976,TXN10976,DUPLICATE_TRANSACTION,False
ORD10977,TXN10977,CLEAN,False
ORD10978,TXN10978,CLEAN,False
ORD10979,TXN10979,PARTIAL_SETTLEMENT,True
ORD10980,TXN10980,MISSING_PAYMENT,False
ORD10981,TXN10981,MISSING_INVOICE,False
ORD10982,TXN10982,CLEAN,False
ORD10983,TXN10983,CLEAN,False
ORD10984,TXN10984,CLEAN,False
ORD10985,TXN10985,CLEAN,False
ORD10986,TXN10986,PARTIAL_SETTLEMENT,False
ORD10987,TXN10987,CLEAN,False
ORD10988,TXN10988,MISSING_INVOICE,False
ORD10989,TXN10989,CLEAN,False
ORD10990,TXN10990,MISSING_SETTLEMENT,False
ORD10991,TXN10991,CLEAN,False
ORD10992,TXN10992,MISSING_SETTLEMENT,False
ORD10993,TXN10993,CLEAN,False
ORD10994,TXN10994,MISSING_SETTLEMENT,False
ORD10995,TXN10995,DATE_MISMATCH,True
ORD10996,TXN10996,CLEAN,True
ORD10997,TXN10997,CLEAN,False
ORD10998,TXN10998,UNEXPECTED_FEE,False
ORD10999,TXN10999,MISSING_SETTLEMENT,False
ORD11000,TXN11000,CLEAN,False
ORD11001,TXN11001,UNEXPECTED_FEE,False
ORD11002,TXN11002,AMOUNT_MISMATCH,False
ORD11003,TXN11003,AMOUNT_MISMATCH,True
ORD11004,TXN11004,CURRENCY_MISMATCH,False
ORD11005,TXN11005,CLEAN,False
ORD11006,TXN11006,CLEAN,False
ORD11007,TXN11007,MISSING_SETTLEMENT,False
ORD11008,TXN11008,PARTIAL_SETTLEMENT,False
ORD11009,TXN11009,CLEAN,True
ORD11010,TXN11010,CURRENCY_MISMATCH,False
ORD11011,TXN11011,CLEAN,True
ORD11012,TXN11012,CLEAN,False
ORD11013,TXN11013,CLEAN,False
ORD11014,TXN11014,MISSING_PAYMENT,False
ORD11015,TXN11015,CLEAN,True
ORD11016,TXN11016,CLEAN,False
ORD11017,TXN11017,MISSING_INVOICE,False
ORD11018,TXN11018,CLEAN,False
ORD11019,TXN11019,CLEAN,False
ORD11020,TXN11020,DATE_MISMATCH,False
ORD11021,TXN11021,CLEAN,False
ORD11022,TXN11022,CLEAN,False
ORD11023,TXN11023,CLEAN,False
ORD11024,TXN11024,CLEAN,False
ORD11025,TXN11025,DATE_MISMATCH,False
ORD11026,TXN11026,CLEAN,False
ORD11027,TXN11027,CLEAN,False
ORD11028,TXN11028,POSSIBLE_DUPLICATE,False
ORD11029,TXN11029,MISSING_SETTLEMENT,False
ORD11030,TXN11030,CLEAN,False
ORD11031,TXN11031,AMOUNT_MISMATCH,False
ORD11032,TXN11032,MISSING_PAYMENT,False
ORD11033,TXN11033,DATE_MISMATCH,False
ORD11034,TXN11034,CLEAN,True
ORD11035,TXN11035,DATE_MISMATCH,False
ORD11036,TXN11036,CLEAN,False
ORD11037,TXN11037,CLEAN,False
ORD11038,TXN11038,AMOUNT_MISMATCH,False
ORD11039,TXN11039,CLEAN,True
ORD11040,TXN11040,CLEAN,False
ORD11041,TXN11041,CLEAN,False
ORD11042,TXN11042,CLEAN,False
ORD11043,TXN11043,CLEAN,False
ORD11044,TXN11044,AMOUNT_MISMATCH,True
ORD11045,TXN11045,CLEAN,False
ORD11046,TXN11046,MISSING_PAYMENT,False
ORD11047,TXN11047,CLEAN,False
ORD11048,TXN11048,CLEAN,False
ORD11049,TXN11049,CLEAN,False
ORD11050,TXN11050,CLEAN,False
ORD11051,TXN11051,CLEAN,False
ORD11052,TXN11052,CLEAN,False
ORD11053,TXN11053,CLEAN,False
ORD11054,TXN11054,CLEAN,True
ORD11055,TXN11055,CLEAN,False
ORD11056,TXN11056,MISSING_PAYMENT,False
ORD11057,TXN11057,CLEAN,False
ORD11058,TXN11058,DATE_MISMATCH,False
ORD11059,TXN11059,CURRENCY_MISMATCH,False
ORD11060,TXN11060,MISSING_SETTLEMENT,False
ORD11061,TXN11061,CURRENCY_MISMATCH,False
ORD11062,TXN11062,CLEAN,False
ORD11063,TXN11063,CLEAN,True
ORD11064,TXN11064,CLEAN,False
ORD11065,TXN11065,CLEAN,True
ORD11066,TXN11066,CLEAN,False
ORD11067,TXN11067,CLEAN,False
ORD11068,TXN11068,CLEAN,False
ORD11069,TXN11069,MISSING_SETTLEMENT,False
ORD11070,TXN11070,CLEAN,False
ORD11071,TXN11071,CLEAN,False
ORD11072,TXN11072,AMOUNT_MISMATCH,False
ORD11073,TXN11073,CLEAN,False
ORD11074,TXN11074,CLEAN,False
ORD11075,TXN11075,CLEAN,False
ORD11076,TXN11076,CLEAN,False
ORD11077,TXN11077,UNEXPECTED_FEE,False
ORD11078,TXN11078,CLEAN,False
ORD11079,TXN11079,CLEAN,False
ORD11080,TXN11080,CLEAN,False
ORD11081,TXN11081,CLEAN,False
ORD11082,TXN11082,MISSING_SETTLEMENT,False
ORD11083,TXN11083,CLEAN,False
ORD11084,TXN11084,CLEAN,False
ORD11085,TXN11085,CLEAN,False
ORD11086,TXN11086,CLEAN,False
ORD11087,TXN11087,MISSING_INVOICE,False
ORD11088,TXN11088,AMOUNT_MISMATCH,False
ORD11089,TXN11089,DATE_MISMATCH,False
ORD11090,TXN11090,CLEAN,False
ORD11091,TXN11091,AMOUNT_MISMATCH,False
ORD11092,TXN11092,CLEAN,False
ORD11093,TXN11093,MISSING_PAYMENT,False
ORD11094,TXN11094,DATE_MISMATCH,False
ORD11095,TXN11095,CLEAN,False
ORD11096,TXN11096,DUPLICATE_TRANSACTION,True
ORD11097,TXN11097,POSSIBLE_DUPLICATE,False
ORD11098,TXN11098,CLEAN,False
ORD11099,TXN11099,DUPLICATE_TRANSACTION,False
ORD11100,TXN11100,CLEAN,False
