order_id,transaction_id,anomaly_type,detail,is_intentional_scenario
ORD10686,TXN10686,MISSING_PAYMENT,Settlement/invoice exist but no payment transaction was ingested,True
ORD10687,TXN10687,MISSING_INVOICE,No invoice record exists for this order,True
ORD10689,TXN10689,INVALID_REFERENCE,Injected INVALID_REFERENCE scenario,True
ORD10690,TXN10690,MISSING_SETTLEMENT,No settlement record exists for this captured payment,True
ORD10693,TXN10693,PARTIAL_SETTLEMENT,Injected PARTIAL_SETTLEMENT scenario,True
ORD10694,TXN10694,DUPLICATE_TRANSACTION,Exact duplicate payment row ingested twice,True
ORD10695,TXN10695,AMOUNT_MISMATCH,Injected AMOUNT_MISMATCH scenario,True
ORD10696,TXN10696,DATE_MISMATCH,Injected DATE_MISMATCH scenario,True
ORD10700,TXN10700,MISSING_SETTLEMENT,No settlement record exists for this captured payment,True
ORD10701,TXN10701,MISSING_INVOICE,No invoice record exists for this order,True
ORD10703,TXN10703,CURRENCY_MISMATCH,Injected CURRENCY_MISMATCH scenario,True
ORD10705,TXN10705,AMOUNT_MISMATCH,Injected AMOUNT_MISMATCH scenario,True
ORD10707,TXN10707,CURRENCY_MISMATCH,Injected CURRENCY_MISMATCH scenario,True
ORD10708,TXN10708,CURRENCY_MISMATCH,Injected CURRENCY_MISMATCH scenario,True
ORD10709,TXN10709,MISSING_SETTLEMENT,No settlement record exists for this captured payment,True
ORD10710,TXN10710,MISSING_PAYMENT,Settlement/invoice exist but no payment transaction was ingested,True
ORD10711,TXN10711,MISSING_SETTLEMENT,No settlement record exists for this captured payment,True
ORD10713,TXN10713,UNEXPECTED_FEE,Injected UNEXPECTED_FEE scenario,True
ORD10715,TXN10715,UNEXPECTED_FEE,Injected UNEXPECTED_FEE scenario,True
ORD10716,TXN10716,CURRENCY_MISMATCH,Injected CURRENCY_MISMATCH scenario,True
ORD10718,TXN10718,CURRENCY_MISMATCH,Injected CURRENCY_MISMATCH scenario,True
ORD10719,TXN10719,MISSING_INVOICE,No invoice record exists for this order,True
ORD10720,TXN10720,AMOUNT_MISMATCH,Injected AMOUNT_MISMATCH scenario,True
ORD10721,TXN10721,UNEXPECTED_FEE,Injected UNEXPECTED_FEE scenario,True
ORD10724,TXN10724,UNEXPECTED_FEE,Injected UNEXPECTED_FEE scenario,True
ORD10728,TXN10728,AMOUNT_MISMATCH,Injected AMOUNT_MISMATCH scenario,True
ORD10733,TXN10733,DUPLICATE_TRANSACTION,Exact duplicate payment row ingested twice,True
ORD10735,TXN10735B,POSSIBLE_DUPLICATE,Same order/customer/amount as another transaction within 1 day,True
ORD10736,TXN10736B,POSSIBLE_DUPLICATE,Same order/customer/amount as another transaction within 1 day,True
ORD10738,TXN10738,MISSING_PAYMENT,Settlement/invoice exist but no payment transaction was ingested,True
ORD10740,TXN10740B,POSSIBLE_DUPLICATE,Same order/customer/amount as another transaction within 1 day,True
ORD10743,TXN10743B,POSSIBLE_DUPLICATE,Same order/customer/amount as another transaction within 1 day,True
ORD10746,TXN10746,MISSING_INVOICE,No invoice record exists for this order,True
ORD10755,TXN10755,MISSING_SETTLEMENT,No settlement record exists for this captured payment,True
ORD10760,TXN10760B,POSSIBLE_DUPLICATE,Same order/customer/amount as another transaction within 1 day,True
ORD10764,TXN10764,MISSING_PAYMENT,Settlement/invoice exist but no payment transaction was ingested,True
ORD10767,TXN10767B,POSSIBLE_DUPLICATE,Same order/customer/amount as another transaction within 1 day,True
ORD10770,TXN10770,MISSING_SETTLEMENT,No settlement record exists for this captured payment,True
ORD10771,TXN10771,PARTIAL_SETTLEMENT,Injected PARTIAL_SETTLEMENT scenario,True
ORD10775,TXN10775,UNEXPECTED_FEE,Injected UNEXPECTED_FEE scenario,True
ORD10777,TXN10777,MISSING_PAYMENT,Settlement/invoice exist but no payment transaction was ingested,True
ORD10779,TXN10779B,POSSIBLE_DUPLICATE,Same order/customer/amount as another transaction within 1 day,True
ORD10780,TXN10780,MISSING_INVOICE,No invoice record exists for this order,True
ORD10782,TXN10782,DATE_MISMATCH,Injected DATE_MISMATCH scenario,True
ORD10784,TXN10784B,POSSIBLE_DUPLICATE,Same order/customer/amount as another transaction within 1 day,True
ORD10785,TXN10785,AMOUNT_MISMATCH,Injected AMOUNT_MISMATCH scenario,True
ORD10786,TXN10786,MISSING_SETTLEMENT,No settlement record exists for this captured payment,True
ORD10789,TXN10789,AMOUNT_MISMATCH,Injected AMOUNT_MISMATCH scenario,True
ORD10790,TXN10790,AMOUNT_MISMATCH,Injected AMOUNT_MISMATCH scenario,True
ORD10791,TXN10791,DATE_MISMATCH,Injected DATE_MISMATCH scenario,True
ORD10795,TXN10795,MISSING_SETTLEMENT,No settlement record exists for this captured payment,True
ORD10796,TXN10796,DATE_MISMATCH,Injected DATE_MISMATCH scenario,True
ORD10802,TXN10802,AMOUNT_MISMATCH,Injected AMOUNT_MISMATCH scenario,True
ORD10807,TXN10807,UNEXPECTED_FEE,Injected UNEXPECTED_FEE scenario,True
ORD10809,TXN10809,DATE_MISMATCH,Injected DATE_MISMATCH scenario,True
ORD10810,TXN10810,DATE_MISMATCH,Injected DATE_MISMATCH scenario,True
ORD10811,TXN10811B,POSSIBLE_DUPLICATE,Same order/customer/amount as another transaction within 1 day,True
ORD10812,TXN10812,MISSING_SETTLEMENT,No settlement record exists for this captured payment,True
ORD10821,TXN10821,PARTIAL_SETTLEMENT,Injected PARTIAL_SETTLEMENT scenario,True
ORD10822,TXN10822,DATE_MISMATCH,Injected DATE_MISMATCH scenario,True
ORD10824,TXN10824B,POSSIBLE_DUPLICATE,Same order/customer/amount as another transaction within 1 day,True
ORD10825,TXN10825,MISSING_SETTLEMENT,No settlement record exists for this captured payment,True
ORD10827,TXN10827,DUPLICATE_TRANSACTION,Exact duplicate payment row ingested twice,True
ORD10828,TXN10828,MISSING_INVOICE,No invoice record exists for this order,True
ORD10829,TXN10829,CURRENCY_MISMATCH,Injected CURRENCY_MISMATCH scenario,True
ORD10830,TXN10830,MISSING_INVOICE,No invoice record exists for this order,True
ORD10831,TXN10831,AMOUNT_MISMATCH,Injected AMOUNT_MISMATCH scenario,True
ORD10837,TXN10837,DATE_MISMATCH,Injected DATE_MISMATCH scenario,True
ORD10842,TXN10842,DUPLICATE_TRANSACTION,Exact duplicate payment row ingested twice,True
ORD10846,TXN10846B,POSSIBLE_DUPLICATE,Same order/customer/amount as another transaction within 1 day,True
ORD10850,TXN10850,UNEXPECTED_FEE,Injected UNEXPECTED_FEE scenario,True
ORD10851,TXN10851,AMOUNT_MISMATCH,Injected AMOUNT_MISMATCH scenario,True
ORD10852,TXN10852B,POSSIBLE_DUPLICATE,Same order/customer/amount as another transaction within 1 day,True
ORD10853,TXN10853,MISSING_SETTLEMENT,No settlement record exists for this captured payment,True
ORD10856,TXN10856,MISSING_SETTLEMENT,No settlement record exists for this captured payment,True
ORD10858,TXN10858,MISSING_INVOICE,No invoice record exists for this order,True
ORD10859,TXN10859,AMOUNT_MISMATCH,Injected AMOUNT_MISMATCH scenario,True
ORD10862,TXN10862,UNEXPECTED_FEE,Injected UNEXPECTED_FEE scenario,True
ORD10863,TXN10863B,POSSIBLE_DUPLICATE,Same order/customer/amount as another transaction within 1 day,True
ORD10864,TXN10864B,POSSIBLE_DUPLICATE,Same order/customer/amount as another transaction within 1 day,True
ORD10866,TXN10866,AMOUNT_MISMATCH,Injected AMOUNT_MISMATCH scenario,True
ORD10867,TXN10867,PARTIAL_SETTLEMENT,Injected PARTIAL_SETTLEMENT scenario,True
ORD10868,TXN10868,AMOUNT_MISMATCH,Injected AMOUNT_MISMATCH scenario,True
ORD10871,TXN10871,CURRENCY_MISMATCH,Injected CURRENCY_MISMATCH scenario,True
ORD10874,TXN10874B,POSSIBLE_DUPLICATE,Same order/customer/amount as another transaction within 1 day,True
ORD10875,TXN10875,MISSING_SETTLEMENT,No settlement record exists for this captured payment,True
ORD10878,TXN10878,PARTIAL_SETTLEMENT,Injected PARTIAL_SETTLEMENT scenario,True
ORD10880,TXN10880,PARTIAL_SETTLEMENT,Injected PARTIAL_SETTLEMENT scenario,True
ORD10883,TXN10883,CURRENCY_MISMATCH,Injected CURRENCY_MISMATCH scenario,True
ORD10884,TXN10884,INVALID_REFERENCE,Injected INVALID_REFERENCE scenario,True
ORD10885,TXN10885B,POSSIBLE_DUPLICATE,Same order/customer/amount as another transaction within 1 day,True
ORD10889,TXN10889,UNEXPECTED_FEE,Injected UNEXPECTED_FEE scenario,True
ORD10891,TXN10891B,POSSIBLE_DUPLICATE,Same order/customer/amount as another transaction within 1 day,True
ORD10894,TXN10894B,POSSIBLE_DUPLICATE,Same order/customer/amount as another transaction within 1 day,True
ORD10901,TXN10901,DATE_MISMATCH,Injected DATE_MISMATCH scenario,True
ORD10904,TXN10904,AMOUNT_MISMATCH,Injected AMOUNT_MISMATCH scenario,True
ORD10908,TXN10908,DATE_MISMATCH,Injected DATE_MISMATCH scenario,True
ORD10911,TXN10911,AMOUNT_MISMATCH,Injected AMOUNT_MISMATCH scenario,True
ORD10913,TXN10913,AMOUNT_MISMATCH,Injected AMOUNT_MISMATCH scenario,True
ORD10914,TXN10914,DUPLICATE_TRANSACTION,Exact duplicate payment row ingested twice,True
ORD10915,TXN10915,AMOUNT_MISMATCH,Injected AMOUNT_MISMATCH scenario,True
ORD10921,TXN10921,UNEXPECTED_FEE,Injected UNEXPECTED_FEE scenario,True
ORD10923,TXN10923,MISSING_SETTLEMENT,No settlement record exists for this captured payment,True
ORD10925,TXN10925,UNEXPECTED_FEE,Injected UNEXPECTED_FEE scenario,True
ORD10926,TXN10926,AMOUNT_MISMATCH,Injected AMOUNT_MISMATCH scenario,True
ORD10929,TXN10929,CURRENCY_MISMATCH,Injected CURRENCY_MISMATCH scenario,True
ORD10930,TXN10930,MISSING_SETTLEMENT,No settlement record exists for this captured payment,True
ORD10932,TXN10932,MISSING_INVOICE,No invoice record exists for this order,True
ORD10933,TXN10933,AMOUNT_MISMATCH,Injected AMOUNT_MISMATCH scenario,True
ORD10934,TXN10934,UNEXPECTED_FEE,Injected UNEXPECTED_FEE scenario,True
ORD10936,TXN10936,MISSING_PAYMENT,Settlement/invoice exist but no payment transaction was ingested,True
ORD10938,TXN10938,UNEXPECTED_FEE,Injected UNEXPECTED_FEE scenario,True
ORD10940,TXN10940B,POSSIBLE_DUPLICATE,Same order/customer/amount as another transaction within 1 day,True
ORD10941,TXN10941,DATE_MISMATCH,Injected DATE_MISMATCH scenario,True
ORD10943,TXN10943,MISSING_SETTLEMENT,No settlement record exists for this captured payment,True
ORD10950,TXN10950,CURRENCY_MISMATCH,Injected CURRENCY_MISMATCH scenario,True
ORD10951,TXN10951,INVALID_REFERENCE,Injected INVALID_REFERENCE scenario,True
ORD10952,TXN10952,DATE_MISMATCH,Injected DATE_MISMATCH scenario,True
ORD10953,TXN10953,PARTIAL_SETTLEMENT,Injected PARTIAL_SETTLEMENT scenario,True
ORD10957,TXN10957,MISSING_INVOICE,No invoice record exists for this order,True
ORD10958,TXN10958,DUPLICATE_TRANSACTION,Exact duplicate payment row ingested twice,True
ORD10961,TXN10961,UNEXPECTED_FEE,Injected UNEXPECTED_FEE scenario,True
ORD10962,TXN10962B,POSSIBLE_DUPLICATE,Same order/customer/amount as another transaction within 1 day,True
ORD10963,TXN10963,PARTIAL_SETTLEMENT,Injected PARTIAL_SETTLEMENT scenario,True
ORD10967,TXN10967B,POSSIBLE_DUPLICATE,Same order/customer/amount as another transaction within 1 day,True
ORD10968,TXN10968,CURRENCY_MISMATCH,Injected CURRENCY_MISMATCH scenario,True
ORD10971,TXN10971,DUPLICATE_TRANSACTION,Exact duplicate payment row ingested twice,True
ORD10972,TXN10972,DATE_MISMATCH,Injected DATE_MISMATCH scenario,True
ORD10975,TXN10975,UNEXPECTED_FEE,Injected UNEXPECTED_FEE scenario,True
ORD10976,TXN10976,DUPLICATE_TRANSACTION,Exact duplicate payment row ingested twice,True
ORD10979,TXN10979,PARTIAL_SETTLEMENT,Injected PARTIAL_SETTLEMENT scenario,True
ORD10980,TXN10980,MISSING_PAYMENT,Settlement/invoice exist but no payment transaction was ingested,True
ORD10981,TXN10981,MISSING_INVOICE,No invoice record exists for this order,True
ORD10986,TXN10986,PARTIAL_SETTLEMENT,Injected PARTIAL_SETTLEMENT scenario,True
ORD10988,TXN10988,MISSING_INVOICE,No invoice record exists for this order,True
ORD10990,TXN10990,MISSING_SETTLEMENT,No settlement record exists for this captured payment,True
ORD10992,TXN10992,MISSING_SETTLEMENT,No settlement record exists for this captured payment,True
ORD10994,TXN10994,MISSING_SETTLEMENT,No settlement record exists for this captured payment,True
ORD10995,TXN10995,DATE_MISMATCH,Injected DATE_MISMATCH scenario,True
ORD10998,TXN10998,UNEXPECTED_FEE,Injected UNEXPECTED_FEE scenario,True
ORD10999,TXN10999,MISSING_SETTLEMENT,No settlement record exists for this captured payment,True
ORD11001,TXN11001,UNEXPECTED_FEE,Injected UNEXPECTED_FEE scenario,True
ORD11002,TXN11002,AMOUNT_MISMATCH,Injected AMOUNT_MISMATCH scenario,True
ORD11003,TXN11003,AMOUNT_MISMATCH,Injected AMOUNT_MISMATCH scenario,True
ORD11004,TXN11004,CURRENCY_MISMATCH,Injected CURRENCY_MISMATCH scenario,True
ORD11007,TXN11007,MISSING_SETTLEMENT,No settlement record exists for this captured payment,True
ORD11008,TXN11008,PARTIAL_SETTLEMENT,Injected PARTIAL_SETTLEMENT scenario,True
ORD11010,TXN11010,CURRENCY_MISMATCH,Injected CURRENCY_MISMATCH scenario,True
ORD11014,TXN11014,MISSING_PAYMENT,Settlement/invoice exist but no payment transaction was ingested,True
ORD11017,TXN11017,MISSING_INVOICE,No invoice record exists for this order,True
ORD11020,TXN11020,DATE_MISMATCH,Injected DATE_MISMATCH scenario,True
ORD11025,TXN11025,DATE_MISMATCH,Injected DATE_MISMATCH scenario,True
ORD11028,TXN11028B,POSSIBLE_DUPLICATE,Same order/customer/amount as another transaction within 1 day,True
ORD11029,TXN11029,MISSING_SETTLEMENT,No settlement record exists for this captured payment,True
ORD11031,TXN11031,AMOUNT_MISMATCH,Injected AMOUNT_MISMATCH scenario,True
ORD11032,TXN11032,MISSING_PAYMENT,Settlement/invoice exist but no payment transaction was ingested,True
ORD11033,TXN11033,DATE_MISMATCH,Injected DATE_MISMATCH scenario,True
ORD11035,TXN11035,DATE_MISMATCH,Injected DATE_MISMATCH scenario,True
ORD11038,TXN11038,AMOUNT_MISMATCH,Injected AMOUNT_MISMATCH scenario,True
ORD11044,TXN11044,AMOUNT_MISMATCH,Injected AMOUNT_MISMATCH scenario,True
ORD11046,TXN11046,MISSING_PAYMENT,Settlement/invoice exist but no payment transaction was ingested,True
ORD11056,TXN11056,MISSING_PAYMENT,Settlement/invoice exist but no payment transaction was ingested,True
ORD11058,TXN11058,DATE_MISMATCH,Injected DATE_MISMATCH scenario,True
ORD11059,TXN11059,CURRENCY_MISMATCH,Injected CURRENCY_MISMATCH scenario,True
ORD11060,TXN11060,MISSING_SETTLEMENT,No settlement record exists for this captured payment,True
ORD11061,TXN11061,CURRENCY_MISMATCH,Injected CURRENCY_MISMATCH scenario,True
ORD11069,TXN11069,MISSING_SETTLEMENT,No settlement record exists for this captured payment,True
ORD11072,TXN11072,AMOUNT_MISMATCH,Injected AMOUNT_MISMATCH scenario,True
ORD11077,TXN11077,UNEXPECTED_FEE,Injected UNEXPECTED_FEE scenario,True
ORD11082,TXN11082,MISSING_SETTLEMENT,No settlement record exists for this captured payment,True
ORD11087,TXN11087,MISSING_INVOICE,No invoice record exists for this order,True
ORD11088,TXN11088,AMOUNT_MISMATCH,Injected AMOUNT_MISMATCH scenario,True
ORD11089,TXN11089,DATE_MISMATCH,Injected DATE_MISMATCH scenario,True
ORD11091,TXN11091,AMOUNT_MISMATCH,Injected AMOUNT_MISMATCH scenario,True
ORD11093,TXN11093,MISSING_PAYMENT,Settlement/invoice exist but no payment transaction was ingested,True
ORD11094,TXN11094,DATE_MISMATCH,Injected DATE_MISMATCH scenario,True
ORD11096,TXN11096,DUPLICATE_TRANSACTION,Exact duplicate payment row ingested twice,True
ORD11097,TXN11097B,POSSIBLE_DUPLICATE,Same order/customer/amount as another transaction within 1 day,True
ORD11099,TXN11099,DUPLICATE_TRANSACTION,Exact duplicate payment row ingested twice,True
