settlement_id,transaction_id,settled_amount,settlement_date,fee,currency,bank_reference,settlement_status
STL10357,TXN10357,3440.08,2026-06-30,73.45,INR,BANKREF20357,settled
STL10358,TxN10358,44214.19 INR,2026-06-07,902.33 INR,INR,BANKREF20358,settled
STL10359,TXN10359,47730.99,2026-06-27,974.10,INR,BANKREF20359,settled
STL10360,TXN10360,23505.36,2026-06-24,940.21,INR,BANKREF20360,partial
STL10361,TXN10361,1014.00,2026-06-23,40.56,INR,BANKREF20361,partial
STL10362,TXN10362,11598.53,2026-06-04,236.70,INR,BANKREF20362,settled
STL10363,TXN10363,24972.73,2026-07-15,517.47,INR,BANKREF20363,settled
STL10365,TXN10365,38510.90,2026-08-01,785.94,INR,BANKREF20365,settled
STL10366,TXN10366,11151.84,2026-07-12,227.59,INR,BANKREF20366,settled
STL10367,TXN10367,9944.37,2026-06-06,202.95,USD,BANKREF20367,settled
STL10368,TXN10368,54239.07,2026-07-31,1106.92,INR,BANKREF20368,settled
STL10369,TXN10369,13188.52,2026-07-17,527.54,INR,BANKREF20369,partial
STL10370,TXN10370,66235.39,2026-06-26,1351.74,INR,BANKREF20370,settled
STL10372,TXN10372,25718.24,2026-07-30,2543.56,USD,BANKREF20372,settled
STL10373,TXN10373,19352.87,2026-06-30,394.96,INR,BANKREF20373,settled
STL10374,TXN10374,21567.21,2026-07-04,449.09,INR,BANKREF20374,settled
STL10375,txn10375,60495.35,22/06/2026,"₹1,234.60",INR,BANKREF20375,settled
STL10376,TXN10376,57337.97,2026-07-28,1170.16,INR,BANKREF20376,settled
STL10377,TXN10377,59188.11,2026-06-11,1207.92,INR,BANKREF20377,settled
STL10378,TXN10378,7258.24,2026-06-13,148.13,INR,BANKREF20378,settled
STL10379,TxN10379,"64,834.99",31-Jul-2026,"₹1,323.16",INR,BANKREF20379,settled
STL10380,TXN10380,32952.53,2026-06-09,1318.10,INR,BANKREF20380,partial
STL10381,TXN10381,50407.03,2026-06-13,1028.72,INR,BANKREF20381,settled
STL10382,TXN10382,70361.30,2026-06-08,1435.94,INR,BANKREF20382,settled
STL10383,TXN10383,51742.37,2026-06-02,1055.97,INR,BANKREF20383,settled
STL10384,TXN10384,30055.00,2026-07-09,613.37,INR,BANKREF20384,settled
STL10385,TXN10385,40026.45,2026-07-08,816.87,INR,BANKREF20385,settled
STL10386,TXN10386,39734.84,2026-06-27,810.92,INR,BANKREF20386,settled
STL10387,TXN10387,17647.79,2026-07-04,360.16,INR,BANKREF20387,settled
STL10388,TXN10388,6470.26,2026-07-12,132.05,USD,BANKREF20388,settled
STL10390,TXN10390,54871.04,2026-07-26,1119.82,INR,BANKREF20390,settled
STL10391,TXN10391,26170.62,2026-06-06,534.09,INR,BANKREF20391,settled
STL10392,TXN10392,48854.72,2026-08-02,997.04,USD,BANKREF20392,settled
STL10393,TXN10393,43367.82,2026-07-10,885.06,USD,BANKREF20393,settled
STL10394,TXN10394,12512.69,2026-06-25,255.36,USD,BANKREF20394,settled
STL10395,TXN10395,23730.73,2026-06-26,484.30,INR,BANKREF20395,settled
STL10396,TXN10396,7643.94,2026-06-25,156.00,INR,BANKREF20396,settled
STL10397,TXN10397,20284.55,2026-06-21,413.97,INR,BANKREF20397,settled
STL10398,TXN10398,53731.30,2026-06-14,1096.56,INR,BANKREF20398,settled
STL10399,TXN10399,48562.75,2026-07-12,991.08,USD,BANKREF20399,settled
STL10400,TXN10400,14545.90,2026-07-10,302.88,USD,BANKREF20400,settled
STL10401,TXN10401,17848.93,2026-07-25,364.26,INR,BANKREF20401,settled
STL10402,TXN10402,31157.74,2026-07-24,635.87,INR,BANKREF20402,settled
STL10403,REF_VJI4EW,27049.33,2026-07-19,552.03,INR,BANKREF20403,settled
STL10404,TXN10404,27429.67,2026-07-31,559.79,USD,BANKREF20404,settled
STL10405,TXN10405,30538.70,2026-07-31,623.24,USD,BANKREF20405,settled
STL10406,TXN10406,41459.25,2026-08-01,846.11,USD,BANKREF20406,settled
STL10407,TXN10407,29283.70,2026-06-12,597.63,INR,BANKREF20407,settled
STL10408,TXN10408,3077.24,2026-07-16,62.80,USD,BANKREF20408,settled
STL10409,TXN10409,16298.45,2026-06-06,332.62,INR,BANKREF20409,settled
STL10410,TXN10410,33442.88,2026-07-25,682.51,USD,BANKREF20410,settled
STL10411,TXN10411,50819.87,2026-06-28,1037.14,USD,BANKREF20411,settled
STL10412,TXN10412,23622.50,2026-06-16,482.09,INR,BANKREF20412,settled
STL10413,TXN10413,23075.81,2026-06-20,470.93,INR,BANKREF20413,settled
STL10414,TXN10414,22621.17,2026-06-18,461.66,INR,BANKREF20414,settled
STL10415,TXN10415,15329.38,2026-07-15,312.84,INR,BANKREF20415,settled
STL10416,TXN10416,26943.18,2026-07-25,549.86,INR,BANKREF20416,settled
STL10417,TXN10417,39227.06,2026-06-29,800.55,INR,BANKREF20417,settled
STL10418,TXN10418,14348.10,2026-06-16,302.42,INR,BANKREF20418,settled
STL10419,TXN10419,64549.48,2026-06-18,1317.34,INR,BANKREF20419,settled
STL10420,TXN10420,36440.38,2026-06-03,746.73,USD,BANKREF20420,settled
STL10421,TXN10421,58961.17,2026-07-08,1203.29,INR,BANKREF20421,settled
STL10422,  TXN10422  ,7088.46,24/07/2026,₹144.66,INR,BANKREF20422,settled
STL10423,TXN10423,21651.40,2026-06-17,441.87,INR,BANKREF20423,settled
STL10424,TXN10424,40375.93,2026-06-16,824.00,INR,BANKREF20424,settled
STL10426,TXN10426,53552.24,2026-06-30,1092.90,INR,BANKREF20426,settled
STL10427,TXN10427,73215.83,2026-08-02,1494.20,INR,BANKREF20427,settled
STL10428,  TXN10428  ,65381.22,07-30-2026,"1,334.31",INR,BANKREF20428,settled
STL10429,TXN10429,25370.20,2026-08-02,517.76,INR,BANKREF20429,settled
STL10430,TXN10430,35407.36,2026-06-23,722.60,INR,BANKREF20430,settled
STL10431,TXN10431,33494.65,2026-07-20,683.56,USD,BANKREF20431,settled
STL10433,TxN10433,"₹12,554.13",2026-08-02,256.21,INR,BANKREF20433,settled
STL10434,TXN10434,39440.48,2026-06-11,804.91,INR,BANKREF20434,settled
STL10435,TXN10435,69785.50,2026-06-20,1424.19,INR,BANKREF20435,settled
STL10436,TxN10436,"36,930.85",2026-07-30,753.69,USD,BANKREF20436,settled
STL10437,  TXN10437  ,"₹28,805.02",05/07/2026,₹591.11,INR,BANKREF20437,settled
STL10438,TXN10438,45478.66,2026-07-17,928.14,INR,BANKREF20438,settled
STL10439,TXN10439,888.23,2026-08-01,18.13,INR,BANKREF20439,settled
STL10440,TXN10440,53957.07,2026-07-15,1101.16,INR,BANKREF20440,settled
STL10441,TXN10441,25742.06,2026-07-17,1029.68,INR,BANKREF20441,partial
STL10442,TxN10442,"₹56,893.28",07-31-2026,"1,169.33",USD,BANKREF20442,settled
STL10443,TXN10443,19131.57,2026-07-18,390.44,USD,BANKREF20443,settled
STL10444,TXN10444,29762.04,2026-07-26,2943.50,INR,BANKREF20444,settled
STL10445,ref_vu5u76,"₹48,191.02",12-Jul-2026,983.49,USD,BANKREF20445,settled
STL10446,TXN10446,16859.13,2026-07-16,344.06,INR,BANKREF20446,settled
STL10447,TXN10447,35995.47,2026-06-20,734.60,INR,BANKREF20447,settled
STL10448,TXN10448,33678.24,2026-06-24,687.31,INR,BANKREF20448,settled
STL10449,TXN10449,21541.06,2026-06-08,439.61,INR,BANKREF20449,settled
STL10451,TXN10451,24515.99,2026-06-12,500.33,INR,BANKREF20451,settled
STL10452,TXN10452,69967.20,2026-07-05,1433.76,INR,BANKREF20452,settled
STL10453,TXN10453,7712.84,2026-06-19,157.40,INR,BANKREF20453,settled
STL10454,TXN10454,54017.02,2026-07-22,1102.39,USD,BANKREF20454,settled
STL10455,REF_XWNSY6,37846.85,2026-06-24,772.38,INR,BANKREF20455,settled
STL10456,txn10456,"26,795.96",04-Jun-2026,₹546.86,INR,BANKREF20456,settled
STL10457,TXN10457,10706.52,2026-07-09,218.50,INR,BANKREF20457,settled
STL10458,TXN10458,47185.09,2026-06-20,962.96,USD,BANKREF20458,settled
STL10460,TXN10460,23895.09,2026-07-25,487.65,INR,BANKREF20460,settled
STL10461,TXN10461,22705.92,2026-07-07,463.39,INR,BANKREF20461,settled
STL10462,TXN10462,57137.12,2026-06-26,1166.06,INR,BANKREF20462,settled
STL10463,TXN10463,23652.63,2026-07-01,482.71,USD,BANKREF20463,settled
STL10464,TXN10464,28395.73,2026-07-04,579.50,INR,BANKREF20464,settled
STL10465,txn10465,57252.20,06-23-2026,1168.41,INR,BANKREF20465,settled
STL10466,TxN10466,"33,103.76",2026-06-03,₹675.59,INR,BANKREF20466,settled
STL10467,TXN10467,47425.58,2026-07-19,967.87,INR,BANKREF20467,settled
STL10468,TXN10468,29457.15,2026-07-05,601.17,INR,BANKREF20468,settled
STL10469,TXN10469,54096.88,2026-06-28,1104.02,INR,BANKREF20469,settled
STL10470,TXN10470,67961.71,2026-06-23,1386.97,INR,BANKREF20470,settled
STL10472,TXN10472,36840.89,2026-07-30,751.86,INR,BANKREF20472,settled
STL10473,TXN10473,45045.90,2026-06-21,919.30,INR,BANKREF20473,settled
STL10474,TXN10474,11631.49,2026-06-26,465.26,INR,BANKREF20474,partial
STL10475,TXN10475,5396.18,2026-07-27,110.13,USD,BANKREF20475,settled
STL10476,TXN10476,19995.97,2026-06-05,414.04,INR,BANKREF20476,settled
STL10477,TXN10477,35604.45,2026-06-22,726.62,INR,BANKREF20477,settled
STL10478,TXN10478,16089.39,2026-07-22,328.35,INR,BANKREF20478,settled
STL10479,TXN10479,59610.58,2026-06-21,1216.54,INR,BANKREF20479,settled
STL10480,TXN10480,7906.38,2026-06-28,170.34,USD,BANKREF20480,settled
STL10481,TXN10481,70662.32,2026-06-25,1442.09,INR,BANKREF20481,settled
STL10482,TXN10482,33093.18,2026-07-16,682.05,INR,BANKREF20482,settled
STL10483,TXN10483,12251.04,2026-07-21,250.02,INR,BANKREF20483,settled
STL10484,TXN10484,58103.03,2026-07-21,1185.78,INR,BANKREF20484,settled
STL10485,TXN10485,52911.66,2026-06-08,1079.83,USD,BANKREF20485,settled
STL10486,TXN10486,41597.78,2026-06-24,848.93,INR,BANKREF20486,settled
STL10487,TXN10487,31001.62,2026-06-04,632.69,INR,BANKREF20487,settled
STL10488,TXN10488,13677.19,2026-07-29,547.09,INR,BANKREF20488,partial
STL10489,TXN10489,62487.41,2026-07-06,1275.25,INR,BANKREF20489,settled
STL10490,TXN10490,63991.15,2026-06-16,6328.79,INR,BANKREF20490,settled
STL10491,TXN10491,11912.42,2026-07-29,243.11,INR,BANKREF20491,settled
STL10492,txn10492,"₹39,093.96",06-03-2026,797.84 INR,USD,BANKREF20492,settled
STL10493,TXN10493,15104.58,2026-06-24,308.26,INR,BANKREF20493,settled
STL10494,TXN10494,42088.14,2026-07-31,858.94,INR,BANKREF20494,settled
STL10495,TXN10495,53276.10,2026-06-07,1087.27,USD,BANKREF20495,settled
STL10496,TXN10496,50894.55,2026-07-04,1038.66,INR,BANKREF20496,settled
STL10497,TXN10497,51459.97,2026-07-25,1050.20,INR,BANKREF20497,settled
STL10498,TXN10498,46627.37,2026-07-19,951.58,INR,BANKREF20498,settled
STL10499,REF_W7JFA1,3671.27,2026-06-19,74.92,INR,BANKREF20499,settled
STL10500,TXN10500,13540.18,2026-07-23,282.03,INR,BANKREF20500,settled
STL10501,TXN10501,5393.08,2026-06-05,110.06,INR,BANKREF20501,settled
STL10502,TXN10502,29235.58,2026-06-04,596.64,INR,BANKREF20502,settled
STL10504,txn10504,38242.79 INR,07-16-2026,780.47 INR,USD,BANKREF20504,settled
STL10505,TXN10505,36368.56,2026-07-08,742.22,INR,BANKREF20505,settled
STL10506,TXN10506,8441.57,2026-07-17,172.28,INR,BANKREF20506,settled
STL10507,TXN10507,42268.32,2026-06-15,862.62,USD,BANKREF20507,settled
STL10508,TXN10508,52703.07,2026-06-03,1075.57,INR,BANKREF20508,settled
STL10509,TXN10509,69297.47,2026-07-01,1414.23,USD,BANKREF20509,settled
STL10510,TXN10510,14366.84,2026-06-14,574.67,INR,BANKREF20510,partial
STL10511,TXN10511,59085.58,2026-06-04,1205.83,INR,BANKREF20511,settled
STL10512,TXN10512,225.05,2026-08-03,4.59,INR,BANKREF20512,settled
STL10513,TXN10513,60687.06,2026-06-24,1238.51,INR,BANKREF20513,settled
STL10515,TXN10515,26800.36,2026-07-01,1072.01,INR,BANKREF20515,partial
STL10516,TXN10516,50516.29,2026-07-16,1030.94,USD,BANKREF20516,settled
STL10517,TXN10517,70607.35,2026-06-09,1440.97,INR,BANKREF20517,settled
STL10518,TXN10518,10522.65,2026-06-07,214.75,USD,BANKREF20518,settled
STL10519,txn10519,53651.97 INR,08-Jul-2026,"1,094.94",INR,BANKREF20519,settled
STL10520,TXN10520,15364.92,2026-07-17,614.60,INR,BANKREF20520,partial
STL10521,TXN10521,61189.48,2026-06-03,1248.76,INR,BANKREF20521,settled
STL10522,TXN10522,20478.00,2026-06-02,417.92,INR,BANKREF20522,settled
STL10523,TXN10523,22997.33,2026-06-18,469.33,USD,BANKREF20523,settled
STL10524,TXN10524,47972.83,2026-07-08,979.04,INR,BANKREF20524,settled
STL10525,TXN10525,68806.25,2026-06-25,1404.21,INR,BANKREF20525,settled
STL10526,TXN10526,27292.15,2026-06-12,556.98,INR,BANKREF20526,settled
STL10527,TXN10527,68527.38,2026-06-04,1398.52,INR,BANKREF20527,settled
STL10528,TXN10528,47179.89,2026-07-04,962.86,INR,BANKREF20528,settled
STL10529,TXN10529,17333.75,2026-06-04,353.75,INR,BANKREF20529,settled
STL10530,TXN10530,6479.79,2026-06-10,640.86,INR,BANKREF20530,settled
STL10531,TXN10531,8782.22,2026-06-07,179.23,INR,BANKREF20531,settled
STL10532,TXN10532,5347.49,2026-06-16,109.13,INR,BANKREF20532,settled
STL10533,TXN10533,38622.33,2026-06-17,788.21,INR,BANKREF20533,settled
STL10534,TXN10534,35136.43,2026-07-01,717.07,INR,BANKREF20534,settled
STL10535,TXN10535,7286.36,2026-06-21,148.70,INR,BANKREF20535,settled
STL10537,TXN10537,10743.93,2026-07-24,219.26,INR,BANKREF20537,settled
STL10538,TXN10538,51462.23,2026-06-04,1050.25,USD,BANKREF20538,settled
STL10539,TXN10539,21030.15,2026-06-12,429.19,INR,BANKREF20539,settled
STL10540,TXN10540,29605.02,2026-07-15,604.18,INR,BANKREF20540,settled
STL10541,TXN10541,27529.24,2026-07-28,561.82,INR,BANKREF20541,settled
STL10542,TXN10542,61309.37,2026-06-14,1251.21,INR,BANKREF20542,settled
STL10543,TXN10543,29971.09,2026-06-25,611.66,INR,BANKREF20543,settled
STL10544,TxN10544,17302.92,27/07/2026,359.17 INR,INR,BANKREF20544,settled
STL10545,TXN10545,36011.37,2026-06-13,1440.45,INR,BANKREF20545,partial
STL10546,TXN10546,12247.09,2026-06-30,253.29,INR,BANKREF20546,settled
STL10547,TXN10547,58722.78,2026-07-19,5807.75,INR,BANKREF20547,settled
STL10548,TXN10548,67244.39,2026-06-09,1372.33,USD,BANKREF20548,settled
STL10549,TXN10549,30933.21,2026-07-06,631.29,INR,BANKREF20549,settled
STL10550,TXN10550,48405.50,2026-07-10,987.87,INR,BANKREF20550,settled
STL10551,TXN10551,65979.41,2026-07-22,1346.52,USD,BANKREF20551,settled
STL10552,TXN10552,70292.47,2026-06-20,1434.54,INR,BANKREF20552,settled
STL10553,TXN10553,15683.76,2026-06-23,320.08,INR,BANKREF20553,settled
STL10554,TXN10554,34266.97,2026-06-22,699.33,INR,BANKREF20554,settled
STL10555,TXN10555,30128.10,2026-06-11,614.86,USD,BANKREF20555,settled
STL10558,TXN10558,42447.96,2026-06-24,866.29,INR,BANKREF20558,settled
STL10559,TXN10559,50974.26,2026-07-15,1040.29,INR,BANKREF20559,settled
STL10560,TXN10560,61428.29,2026-07-14,1253.64,INR,BANKREF20560,settled
STL10561,TXN10561,12092.46,2026-06-17,246.78,INR,BANKREF20561,settled
STL10562,TXN10562,30358.52,2026-07-07,619.56,USD,BANKREF20562,settled
STL10563,TXN10563,386.87,2026-06-16,7.90,USD,BANKREF20563,settled
STL10564,TXN10564,6151.69,2026-06-07,125.54,INR,BANKREF20564,settled
STL10565,TXN10565,23598.33,2026-07-10,481.60,INR,BANKREF20565,settled
STL10566,TXN10566,19590.43,2026-06-07,399.80,INR,BANKREF20566,settled
STL10567,TXN10567,24751.84,2026-07-03,513.86,INR,BANKREF20567,settled
STL10568,TXN10568,21762.15,2026-06-03,444.13,INR,BANKREF20568,settled
STL10569,TXN10569,11273.44,2026-07-24,230.07,USD,BANKREF20569,settled
STL10570,TXN10570,31806.69,2026-06-04,654.34,USD,BANKREF20570,settled
STL10571,TXN10571,31182.00,2026-07-08,636.37,USD,BANKREF20571,settled
STL10572,TXN10572,37738.04,2026-06-17,770.16,INR,BANKREF20572,settled
STL10573,TXN10573,15118.81,2026-06-21,308.55,USD,BANKREF20573,settled
STL10574,TXN10574,34077.94,2026-06-25,695.47,INR,BANKREF20574,settled
STL10575,TXN10575,23253.03,2026-07-18,474.55,INR,BANKREF20575,settled
STL10576,TXN10576,22244.75,2026-06-18,2200.03,INR,BANKREF20576,settled
STL10577,TXN10577,23629.21,2026-07-24,482.23,INR,BANKREF20577,settled
STL10579,TXN10579,23457.50,2026-07-04,478.72,INR,BANKREF20579,settled
STL10580,TXN10580,45515.10,2026-06-08,928.88,INR,BANKREF20580,settled
STL10581,TXN10581,9563.34,2026-07-03,195.17,USD,BANKREF20581,settled
STL10582,TXN10582,38252.78,2026-06-11,780.67,INR,BANKREF20582,settled
STL10583,TxN10583,39003.03,16-Jul-2026,795.98 INR,INR,BANKREF20583,settled
STL10584,  TXN10584  ,66324.48 INR,09-Jun-2026,6559.56,INR,BANKREF20584,settled
STL10585,txn10585,67298.51,04/07/2026,1373.44 INR,INR,BANKREF20585,settled
STL10586,TXN10586,3913.60,2026-06-03,86.46,INR,BANKREF20586,settled
STL10587,TXN10587,16827.96,2026-06-23,343.43,INR,BANKREF20587,settled
STL10588,TXN10588,24143.00,2026-06-28,2387.77,USD,BANKREF20588,settled
STL10590,TXN10590,59774.92,2026-06-19,1219.90,INR,BANKREF20590,settled
STL10591,TXN10591,39670.72,2026-06-24,809.61,INR,BANKREF20591,settled
STL10592,TXN10592,47989.73,2026-06-23,979.38,USD,BANKREF20592,settled
STL10593,TXN10593,53640.47,2026-06-25,1094.70,INR,BANKREF20593,settled
STL10594,txn10594,27258.83,12-Jul-2026,556.30 INR,INR,BANKREF20594,settled
STL10595,TXN10595,34631.72,2026-07-31,706.77,USD,BANKREF20595,settled
STL10597,TXN10597,26763.47,2026-07-15,546.19,USD,BANKREF20597,settled
STL10598,TXN10598,16241.98,2026-07-19,649.68,USD,BANKREF20598,partial
STL10599,  TXN10599  ,58002.55,26/06/2026,1183.73,USD,BANKREF20599,settled
STL10600,TXN10600,11351.06,2026-06-25,454.04,INR,BANKREF20600,partial
STL10601,TXN10601,49163.07,2026-06-11,1003.33,INR,BANKREF20601,settled
STL10602,TXN10602,64615.13,2026-06-09,1318.68,USD,BANKREF20602,settled
STL10603,TXN10603,66259.63,2026-07-28,1352.24,USD,BANKREF20603,settled
STL10604,TXN10604,41200.53,2026-06-12,840.83,INR,BANKREF20604,settled
STL10605,TXN10605,50566.95,2026-07-10,1031.98,USD,BANKREF20605,settled
STL10606,TXN10606,59016.73,2026-07-31,1204.42,INR,BANKREF20606,settled
STL10607,TXN10607,16758.76,2026-07-26,349.66,INR,BANKREF20607,settled
STL10608,TXN10608,52366.54,2026-07-19,1068.71,INR,BANKREF20608,settled
STL10609,TXN10609,32587.60,2026-06-07,665.05,USD,BANKREF20609,settled
STL10610,TXN10610,12693.58,2026-06-15,259.05,INR,BANKREF20610,settled
STL10611,TXN10611,63904.73,2026-06-26,1304.18,INR,BANKREF20611,settled
STL10612,TXN10612,6335.99,2026-06-14,129.31,INR,BANKREF20612,settled
STL10613,TXN10613,61750.47,2026-07-22,1260.21,INR,BANKREF20613,settled
STL10614,TXN10614,34731.19,2026-07-05,708.80,INR,BANKREF20614,settled
STL10615,txn10615,"71,077.28",29-Jun-2026,"₹1,450.56",INR,BANKREF20615,settled
STL10616,TXN10616,62452.92,2026-07-19,1274.55,INR,BANKREF20616,settled
STL10617,TXN10617,11583.17,2026-07-15,236.39,INR,BANKREF20617,settled
STL10618,TXN10618,49443.19,2026-06-28,1017.42,INR,BANKREF20618,settled
STL10619,TXN10619,40608.99,2026-07-15,828.75,USD,BANKREF20619,settled
STL10620,TXN10620,32454.56,2026-06-21,662.34,USD,BANKREF20620,settled
STL10621,txn10621,"₹47,014.31",07-03-2026,₹959.48,INR,BANKREF20621,settled
STL10622,TXN10622,11858.76,2026-07-16,242.02,INR,BANKREF20622,settled
STL10623,TXN10623,10880.04,2026-06-18,222.04,INR,BANKREF20623,settled
STL10624,TXN10624,35512.95,2026-07-08,1420.52,INR,BANKREF20624,partial
STL10625,TXN10625,55006.36,2026-07-28,1122.58,INR,BANKREF20625,settled
STL10626,TXN10626,2894.35,2026-06-07,59.07,INR,BANKREF20626,settled
STL10627,txn10627,8343.68,06-12-2026,170.28,INR,BANKREF20627,settled
STL10628,TXN10628,35556.64,2026-06-03,725.65,INR,BANKREF20628,settled
STL10629,TXN10629,65632.71,2026-07-23,1339.44,INR,BANKREF20629,settled
STL10630,txn10630,45769.13 INR,29-Jul-2026,934.06,USD,BANKREF20630,settled
STL10632,TXN10632,41928.40,2026-07-20,855.68,INR,BANKREF20632,settled
STL10633,TXN10633,11897.13,2026-06-28,475.89,INR,BANKREF20633,partial
STL10635,TXN10635,42202.16,2026-07-07,861.27,INR,BANKREF20635,settled
STL10636,TXN10636,31520.65,2026-06-09,643.28,USD,BANKREF20636,settled
STL10637,TxN10637,43329.36 INR,2026-06-12,884.27,INR,BANKREF20637,settled
STL10639,TXN10639,68982.63,2026-07-06,1414.74,USD,BANKREF20639,settled
STL10640,TXN10640,50262.95,2026-07-18,1025.77,INR,BANKREF20640,settled
STL10641,TXN10641,44280.18,2026-07-28,903.68,INR,BANKREF20641,settled
STL10642,TXN10642,63069.89,2026-06-18,1287.14,INR,BANKREF20642,settled
STL10643,TXN10643,62592.06,2026-07-31,1277.39,INR,BANKREF20643,settled
STL10644,REF_GSMF7R,25291.47,2026-08-02,516.15,INR,BANKREF20644,settled
STL10645,TXN10645,19150.59,2026-06-05,390.83,USD,BANKREF20645,settled
STL10646,TXN10646,39218.20,2026-07-27,800.37,INR,BANKREF20646,settled
STL10647,TXN10647,54762.38,2026-06-17,1117.60,INR,BANKREF20647,settled
STL10648,TXN10648,50295.64,2026-07-25,1026.44,USD,BANKREF20648,settled
STL10649,TXN10649,41439.44,2026-06-08,845.70,INR,BANKREF20649,settled
STL10650,TXN10650,27086.30,2026-06-10,552.78,INR,BANKREF20650,settled
STL10651,TXN10651,40284.24,2026-06-22,822.13,USD,BANKREF20651,settled
STL10652,TXN10652,42995.74,2026-07-09,4252.33,INR,BANKREF20652,settled
STL10653,TXN10653,39972.57,2026-07-29,815.77,INR,BANKREF20653,settled
STL10654,TXN10654,11025.65,2026-07-18,441.03,INR,BANKREF20654,partial
STL10656,TXN10656,68117.52,2026-06-14,1390.15,INR,BANKREF20656,settled
STL10657,TXN10657,71659.06,2026-06-09,1462.43,INR,BANKREF20657,settled
STL10658,TXN10658,66345.49,2026-07-09,1353.99,INR,BANKREF20658,settled
STL10659,TXN10659,15554.30,2026-06-26,317.43,INR,BANKREF20659,settled
STL10660,TXN10660,5036.59,2026-07-27,102.79,INR,BANKREF20660,settled
STL10661,TxN10661,26833.00 INR,07-14-2026,547.61,INR,BANKREF20661,settled
STL10662,TXN10662,10496.39,2026-06-12,214.21,USD,BANKREF20662,settled
STL10663,TXN10663,41724.92,2026-06-10,851.53,USD,BANKREF20663,settled
STL10664,TXN10664,31122.30,2026-06-17,635.15,INR,BANKREF20664,settled
STL10665,TXN10665,43329.99,2026-07-01,884.29,INR,BANKREF20665,settled
STL10666,TXN10666,72522.70,2026-06-17,1481.71,INR,BANKREF20666,settled
STL10667,TXN10667,55478.96,2026-06-23,1132.22,INR,BANKREF20667,settled
STL10668,TXN10668,18036.24,2026-06-13,368.09,INR,BANKREF20668,settled
STL10669,txn10669,"₹68,242.45",07-11-2026,"₹1,392.70",INR,BANKREF20669,settled
STL10670,TXN10670,29783.91,2026-06-16,607.83,USD,BANKREF20670,settled
STL10671,TXN10671,359.99,2026-06-16,7.35,INR,BANKREF20671,settled
STL10673,TXN10673,30675.65,2026-07-26,626.03,INR,BANKREF20673,settled
STL10674,TXN10674,72810.55,2026-07-31,1485.93,INR,BANKREF20674,settled
STL10675,TXN10675,49264.46,2026-07-05,1005.40,INR,BANKREF20675,settled
STL10677,  TXN10677  ,"₹72,399.37",07-18-2026,"1,477.54",USD,BANKREF20677,settled
STL10678,TXN10678,12616.52,2026-07-26,257.48,INR,BANKREF20678,settled
STL10679,TXN10679,32243.70,2026-06-02,658.03,INR,BANKREF20679,settled
STL10680,TXN10680,48472.07,2026-06-18,989.23,INR,BANKREF20680,settled
STL10681,TXN10681,363.90,2026-06-06,7.43,INR,BANKREF20681,settled
STL10682,REF_SRMNSV,63598.83,2026-07-10,1297.94,USD,BANKREF20682,settled
STL10683,TXN10683,20460.97,2026-07-06,417.57,USD,BANKREF20683,settled
STL10684,TXN10684,3298.92,2026-06-21,67.33,INR,BANKREF20684,settled
STL10685,TXN10685,18372.35,2026-08-01,374.95,INR,BANKREF20685,settled
STL10686,TXN10686,60181.95,2026-07-04,1228.20,INR,BANKREF20686,settled
STL10687,TXN10687,52158.44,2026-07-01,1064.46,INR,BANKREF20687,settled
STL10688,TXN10688,48146.29,2026-07-16,982.58,INR,BANKREF20688,settled
STL10689,ref_rz0gdh,25184.26,2026-06-29,513.96,INR,BANKREF20689,settled
STL10691,TXN10691,67780.08,2026-07-26,1383.27,INR,BANKREF20691,settled
STL10692,TXN10692,14213.33,2026-07-22,290.07,INR,BANKREF20692,settled
STL10693,TXN10693,14935.57,2026-07-11,597.42,USD,BANKREF20693,partial
STL10694,TXN10694,57504.31,2026-07-19,1173.56,INR,BANKREF20694,settled
STL10695,TXN10695,45848.16,2026-06-15,937.60,INR,BANKREF20695,settled
STL10696,TXN10696,17225.65,2026-07-29,351.54,INR,BANKREF20696,settled
STL10697,TxN10697,47398.07,07-11-2026,₹967.31,USD,BANKREF20697,settled
STL10698,TXN10698,17742.28,2026-07-27,362.09,INR,BANKREF20698,settled
STL10699,TXN10699,38243.92,2026-07-08,780.49,INR,BANKREF20699,settled
STL10701,TXN10701,58793.63,2026-06-08,1199.87,INR,BANKREF20701,settled
STL10702,TXN10702,33999.13,2026-06-15,693.86,INR,BANKREF20702,settled
STL10703,TXN10703,31850.88,2026-07-06,650.02,USD,BANKREF20703,settled
STL10704,TXN10704,7453.49,2026-07-05,152.11,INR,BANKREF20704,settled
STL10705,TXN10705,62007.40,2026-07-10,1272.15,INR,BANKREF20705,settled
STL10706,TXN10706,62002.19,2026-06-25,1265.35,INR,BANKREF20706,settled
STL10707,  TXN10707  ,"24,953.47",28-Jun-2026,509.25 INR,USD,BANKREF20707,settled
STL10708,TXN10708,58082.88,2026-07-01,1185.37,USD,BANKREF20708,settled
STL10710,TXN10710,39850.68,2026-06-07,813.28,INR,BANKREF20710,settled
STL10712,TXN10712,9934.74,2026-07-03,202.75,USD,BANKREF20712,settled
STL10713,TXN10713,37318.58,2026-07-13,3690.85,INR,BANKREF20713,settled
STL10714,TXN10714,41693.85,2026-07-20,850.89,INR,BANKREF20714,settled
STL10715,TxN10715,"₹5,597.46",2026-07-11,553.59,INR,BANKREF20715,settled
